,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,0.9,0.98,0.97
chrysalis.csv,0.53,0.47,0.68,0.49,0.45,0.7,0.28,0.55
jahshaka.csv,0.51,0.29,0.84,0.67,0.58,0.66,0.51,0.57
jatlas.csv,0.78,0.63,0.83,0.55,0.15,0.54,0.57,0.57
jedit.csv,0.37,0.53,0.62,1.0,0.82,0.72,0.72,0.97
open-media-library.csv,0.72,0.56,0.39,0.75,0.39,0.59,1.0,0.59
snakeyaml.csv,0.55,0.44,0.59,0.57,0.46,0.44,0.96,0.61
xamj.csv,0.45,0.8,0.79,0.53,0.82,0.51,0.6,0.43
