,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.59,1.0,0.05,0.66,0.55,1.0,0.61
amateur-scrolls.csv,0.67,0.77,0.76,0.87,0.05,0.67,0.91
arcallians.csv,0.51,0.05,0.62,0.65,0.63,0.83,0.69
gebr.csv,0.86,0.76,0.6,0.03,0.78,0.78,0.72
jfreereport.csv,0.1,0.89,0.72,0.97,0.79,0.92,0.79
kml.csv,0.58,0.51,0.51,0.53,0.68,0.03,0.6
multitude.csv,0.59,0.66,0.62,0.52,0.54,0.44,0.04
