,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.52,0.0,0.96,0.57,0.54,0.0,0.51
amateur-scrolls.csv,0.39,0.27,0.29,0.16,0.96,0.38,0.11
arcallians.csv,0.65,0.97,0.46,0.51,0.61,0.26,0.38
gebr.csv,0.44,0.58,0.56,0.99,0.59,0.57,0.63
jfreereport.csv,0.92,0.34,0.53,0.36,0.56,0.41,0.35
kml.csv,0.62,0.59,0.72,0.54,0.6,0.98,0.54
multitude.csv,0.59,0.66,0.67,0.6,0.69,0.66,0.98
