,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.39,0.17,0.33,0.11,0.28,0.29,0.17,0.53,0.32,0.12,0.06,0.46,0.71
bscwweasel.csv,0.75,0.12,0.38,0.33,0.43,0.25,0.22,0.0,0.3,0.25,0.35,0.33,0.83
capcode.csv,0.5,0.14,0.24,0.14,0.48,0.0,0.35,0.43,0.39,0.11,0.15,0.35,0.73
emite.csv,0.6,0.08,0.4,0.13,0.47,0.33,0.08,0.43,0.36,0.17,0.29,0.62,0.63
extprosys.csv,0.49,0.09,0.24,0.14,0.37,0.43,0.17,1.0,0.27,0.23,0.14,0.5,0.77
lamp.csv,0.46,0.25,0.52,0.15,0.31,0.36,0.14,0.32,0.42,0.22,0.24,0.4,0.69
retromenu.csv,0.75,0.15,0.59,0.27,0.64,0.48,0.09,0.47,0.28,0.14,0.37,0.67,0.69
smbopensoft.csv,0.81,0.1,0.23,0.13,0.33,0.31,0.1,0.34,0.26,0.16,0.14,0.49,0.69
snakeyaml.csv,0.83,0.11,0.35,0.15,0.45,0.36,0.12,0.46,0.24,0.18,0.37,0.5,0.74
stuproa-cims.csv,0.64,0.67,0.23,0.2,0.38,0.0,0.17,0.38,0.51,0.5,0.24,0.53,0.67
ta3d.csv,0.0,0.0,0.21,0.13,0.34,0.25,0.11,0.32,0.43,0.23,0.25,0.37,0.77
thout.csv,0.56,0.09,0.46,0.24,0.3,0.28,0.14,0.32,0.27,0.22,0.19,0.45,0.67
vrjuggler.csv,0.49,0.13,0.12,0.09,0.31,0.5,0.03,0.0,0.3,0.33,0.11,0.42,0.83
