,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.14,0.04,0.27,0.71,0.58,0.63,0.63,0.26,0.38,0.25,0.56,0.72,0.5
bscwweasel.csv,0.01,0.11,0.24,0.2,0.38,0.64,0.25,0.04,0.51,0.46,0.07,0.3,0.06
capcode.csv,0.03,0.62,0.93,0.75,0.27,0.02,0.31,0.1,0.22,0.14,0.79,0.5,0.19
emite.csv,0.46,0.52,0.17,0.32,0.38,0.36,0.34,0.32,0.11,0.08,0.18,0.32,0.44
extprosys.csv,1.0,0.82,0.84,0.71,0.73,0.32,0.85,0.0,0.72,0.92,0.87,0.48,0.31
lamp.csv,0.58,0.21,0.1,0.44,1.0,0.34,0.7,1.0,0.27,0.97,0.19,0.22,1.0
retromenu.csv,0.01,0.3,0.08,0.11,0.22,0.09,0.3,0.34,0.21,0.32,0.11,0.12,0.5
smbopensoft.csv,0.19,0.98,0.82,0.48,0.76,0.3,0.39,0.81,0.31,0.36,0.83,0.65,0.81
snakeyaml.csv,0.11,0.5,0.25,0.41,0.49,0.35,0.32,0.32,0.41,0.15,0.15,0.08,0.44
stuproa-cims.csv,0.08,0.01,0.52,0.26,0.64,0.01,0.27,0.56,0.23,0.02,0.16,0.18,0.06
ta3d.csv,0.0,0.0,0.52,0.24,0.78,0.02,0.34,0.6,0.26,0.73,0.03,0.3,0.44
thout.csv,0.62,0.99,0.22,0.11,0.67,0.99,0.92,0.99,0.92,0.98,0.54,0.78,0.88
vrjuggler.csv,0.88,0.45,0.52,0.87,0.44,0.01,0.39,0.01,0.27,0.37,0.33,0.28,0.06
