,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,1.0,0.71,0.91,0.72,0.97,0.34,0.78,0.52,0.71,0.64,1.0
aztec.csv,0.81,0.27,0.67,0.58,0.38,0.63,0.74,0.91,0.96,0.29,0.86
bl-toolkit.csv,0.29,0.94,0.75,1.0,0.8,0.97,0.98,0.8,0.95,0.68,1.0
clamav.csv,0.78,0.89,0.93,0.34,0.63,0.53,0.88,0.53,0.71,1.0,0.64
fm-classic.csv,0.92,1.0,0.09,1.0,0.97,0.71,0.76,1.0,0.96,0.88,0.91
kml.csv,0.55,0.61,0.9,0.68,0.29,0.69,0.68,0.66,0.47,0.85,1.0
lufa-lib.csv,0.6,0.41,0.79,0.63,0.63,0.72,0.42,0.58,0.78,0.52,0.77
mplayer-ce.csv,0.51,0.77,0.93,0.8,0.38,0.7,0.77,0.63,0.46,0.55,0.56
qmmp.csv,0.47,0.66,0.47,0.49,0.45,0.83,0.74,0.39,0.56,0.63,0.9
xapian.csv,0.82,0.99,0.99,0.81,0.64,0.53,0.76,0.8,0.43,0.98,0.73
xtreemfs.csv,0.59,0.79,0.69,0.95,0.72,0.86,0.88,0.6,0.59,0.27,1.0
