,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.54,0.43,0.42,0.5,0.47,0.5,0.48,0.36,0.52,0.57,0.41,0.35,0.39,0.58,0.39
grafx2.csv,0.55,0.52,0.51,0.53,0.42,0.78,0.46,0.69,0.43,0.46,0.41,0.34,0.57,0.86,0.54
keyczar.csv,0.98,0.97,0.68,0.8,0.67,0.99,0.63,0.88,0.95,0.71,0.77,0.88,0.88,0.46,0.53
lmms.csv,0.45,0.48,0.45,0.5,0.48,0.49,0.39,0.54,0.39,0.48,0.43,0.44,0.41,0.58,0.35
lufa-lib.csv,0.72,0.62,0.69,0.89,0.6,0.89,0.55,0.6,0.61,0.76,0.69,0.61,0.62,0.46,0.41
netatalk.csv,0.59,0.54,0.6,0.5,0.5,0.8,0.57,0.67,0.37,0.67,0.69,0.42,0.47,0.7,0.46
openmeetings.csv,0.6,0.61,0.95,0.72,0.59,0.99,0.96,0.71,0.7,0.58,0.68,0.9,0.59,0.76,0.93
openxava.csv,0.53,0.56,0.48,0.57,0.48,0.58,0.42,0.94,0.43,0.59,0.42,0.41,0.42,0.78,0.48
pgui.csv,0.74,0.66,0.62,0.71,0.5,0.99,0.64,0.68,0.72,0.58,0.8,0.72,0.65,0.67,0.79
qpe.csv,0.97,0.7,0.7,0.67,0.68,0.99,0.95,0.78,0.85,0.96,0.75,0.42,0.87,0.86,0.86
quickfast.csv,0.4,0.42,0.41,0.56,0.55,0.44,0.41,0.36,0.43,0.6,0.41,0.32,0.44,0.47,0.38
rsyslog.csv,0.62,0.51,0.62,0.56,0.37,0.72,0.62,0.88,0.44,0.51,0.43,0.63,0.47,0.67,0.76
sylpheed-claws.csv,0.42,0.49,0.56,0.5,0.44,0.46,0.5,0.42,0.4,0.46,0.42,0.52,0.53,0.45,0.45
xqilla.csv,0.86,0.5,0.0,0.0,0.0,0.92,0.9,0.0,0.5,0.5,0.67,0.67,0.0,0.0,0.5
yale.csv,0.75,0.73,0.43,0.64,0.7,0.99,0.6,0.93,0.52,0.61,0.51,0.44,0.59,0.47,0.66
