,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.72,0.74,0.95,0.42,0.58,0.66,0.53,0.94,0.68,0.3,0.79,1.0,1.0,0.31,0.68
grafx2.csv,0.51,0.4,0.82,0.58,0.93,0.33,0.41,0.56,0.6,0.4,0.57,1.0,0.33,0.12,0.45
keyczar.csv,0.05,0.16,0.23,0.12,0.05,0.19,0.34,0.12,0.06,0.18,0.21,0.33,0.08,0.96,0.43
lmms.csv,0.72,0.98,0.73,0.65,0.56,0.58,0.69,0.62,0.83,0.56,0.57,0.67,0.64,0.6,0.74
lufa-lib.csv,0.33,0.44,0.41,0.38,0.72,0.32,0.62,0.81,0.43,0.95,0.57,0.33,0.3,0.5,0.6
netatalk.csv,0.51,0.39,0.64,0.31,0.44,0.31,0.38,0.56,0.7,0.21,0.93,0.33,0.41,0.21,0.43
openmeetings.csv,0.46,0.33,1.0,0.54,0.37,0.2,0.18,0.5,0.47,0.58,0.43,0.33,0.36,0.29,0.19
openxava.csv,0.56,0.39,0.77,0.42,0.37,0.44,0.54,1.0,0.64,0.52,0.57,0.67,0.56,0.27,0.4
pgui.csv,0.38,0.33,0.59,0.5,0.37,0.19,0.38,0.5,0.98,0.82,0.36,0.33,0.32,0.04,0.34
qpe.csv,0.85,0.43,0.55,0.12,0.33,0.15,0.1,0.38,0.19,0.07,0.36,0.33,0.29,0.12,0.15
quickfast.csv,0.72,0.81,0.86,0.62,0.79,0.63,0.82,0.69,0.77,0.62,0.79,1.0,0.61,0.83,1.0
rsyslog.csv,0.51,0.39,0.68,0.96,0.72,0.41,0.37,0.44,0.68,0.9,0.64,0.33,0.48,0.06,0.3
sylpheed-claws.csv,0.74,0.54,0.5,0.42,0.47,0.62,0.98,0.62,0.66,0.36,0.71,0.67,0.44,0.4,0.51
xqilla.csv,0.0,0.01,0.05,0.0,0.0,0.03,0.05,0.0,0.02,0.01,0.21,1.0,0.0,0.02,0.04
yale.csv,0.15,0.4,0.64,0.65,0.53,0.9,0.58,0.5,0.62,0.7,0.79,0.33,0.52,0.88,0.49
