,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.0,1.0,6.0,0.0,5.0,20.0,0.0,1.0,1.0,2.0,8.0,48.0,0.0,1.0,1.0
grafx2.csv,18.0,0.0,3.0,0.0,0.0,13.0,0.0,2.0,2.0,2.0,5.0,16.0,0.0,0.0,0.0
keyczar.csv,22.0,2.0,16.0,1.0,0.0,6.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0
lmms.csv,0.0,0.0,10.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,3.0,37.0,0.0,1.0,9.0
lufa-lib.csv,0.0,0.0,18.0,2.0,3.0,40.0,4.0,30.0,3.0,0.0,1.0,31.0,4.0,0.0,0.0
netatalk.csv,6.0,1.0,12.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,47.0,0.0,0.0,0.0
openmeetings.csv,8.0,0.0,0.0,6.0,1.0,7.0,4.0,1.0,2.0,4.0,1.0,7.0,0.0,2.0,0.0
openxava.csv,33.0,1.0,11.0,0.0,3.0,5.0,1.0,0.0,2.0,9.0,0.0,36.0,0.0,3.0,3.0
pgui.csv,20.0,0.0,15.0,3.0,0.0,6.0,0.0,3.0,0.0,11.0,5.0,35.0,1.0,0.0,0.0
qpe.csv,0.0,0.0,40.0,0.0,1.0,45.0,1.0,33.0,3.0,5.0,6.0,63.0,0.0,0.0,0.0
quickfast.csv,13.0,0.0,12.0,10.0,2.0,28.0,2.0,5.0,3.0,9.0,1.0,18.0,0.0,2.0,0.0
rsyslog.csv,17.0,1.0,9.0,0.0,2.0,5.0,0.0,0.0,2.0,8.0,3.0,33.0,0.0,0.0,1.0
sylpheed-claws.csv,9.0,0.0,21.0,0.0,4.0,14.0,0.0,2.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0
xqilla.csv,499.0,0.0,0.0,49.0,80.0,2.0,4.0,147.0,0.0,1.0,0.0,0.0,79.0,0.0,0.0
yale.csv,90.0,0.0,44.0,6.0,2.0,0.0,0.0,2.0,3.0,8.0,1.0,62.0,0.0,3.0,0.0
