,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.13,0.71,0.28,0.79,0.78,0.18,0.58,0.17,0.37,0.42,0.32,0.03,1.0,0.79,0.65
grafx2.csv,0.17,0.8,0.42,0.88,1.0,0.3,0.66,0.35,0.43,0.41,0.47,0.04,0.96,0.86,0.88
keyczar.csv,0.04,0.63,0.13,0.6,0.67,0.16,0.54,0.25,0.14,0.25,0.23,0.12,0.62,0.96,0.53
lmms.csv,0.1,0.99,0.29,0.77,0.77,0.25,0.6,0.29,0.37,0.37,0.35,0.03,0.86,0.76,0.61
lufa-lib.csv,0.07,0.7,0.16,0.53,0.52,0.21,0.5,0.12,0.28,1.0,0.31,0.03,0.77,0.92,0.64
netatalk.csv,0.19,0.78,0.33,1.0,0.73,0.28,0.7,0.25,0.41,0.41,1.0,0.02,0.9,1.0,0.77
openmeetings.csv,0.14,0.75,1.0,0.56,0.73,0.31,0.83,0.29,0.39,0.45,0.27,0.1,0.89,0.82,0.64
openxava.csv,0.11,0.73,0.22,0.79,0.64,0.19,0.59,1.0,0.32,0.35,0.33,0.03,0.82,0.72,0.7
pgui.csv,0.09,0.71,0.21,0.76,0.8,0.23,0.57,0.32,1.0,0.41,0.5,0.03,0.81,0.67,0.84
qpe.csv,1.0,0.54,0.14,1.0,0.74,0.15,0.52,0.07,0.17,0.38,0.25,0.01,0.83,0.86,1.0
quickfast.csv,0.11,0.69,0.29,0.47,0.59,0.19,0.52,0.14,0.27,0.36,0.3,0.04,0.8,0.75,1.0
rsyslog.csv,0.17,0.74,0.38,1.0,0.82,0.29,0.64,0.41,0.26,0.42,0.39,0.03,0.89,1.0,0.82
sylpheed-claws.csv,0.11,0.69,0.2,0.79,0.8,0.21,0.97,0.15,0.4,0.43,0.42,0.04,0.91,0.86,0.77
xqilla.csv,0.0,1.0,1.0,0.0,0.0,0.31,0.6,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0
yale.csv,0.02,0.54,0.1,0.52,0.46,1.0,0.52,0.53,0.28,0.42,0.28,0.01,0.74,0.76,0.66
