,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.49,0.61,0.41,0.59,0.46,0.64,0.59,0.54,0.55,0.77,0.64,0.89,0.0,0.74,0.62
grafx2.csv,0.53,0.63,0.26,0.43,0.07,0.68,0.62,0.46,0.51,0.74,0.49,0.56,0.67,0.88,0.56
keyczar.csv,0.95,0.85,0.81,0.89,0.95,0.83,0.71,0.88,0.95,0.91,0.83,0.67,0.95,0.14,0.8
lmms.csv,0.63,0.03,0.4,0.4,0.48,0.52,0.53,0.42,0.57,0.83,0.58,0.73,0.62,0.72,0.73
lufa-lib.csv,0.76,0.66,0.68,0.72,0.81,0.72,0.69,0.77,0.72,0.05,0.64,0.73,0.82,0.52,0.64
netatalk.csv,0.52,0.65,0.42,0.69,0.59,0.7,0.63,0.48,0.49,0.82,0.07,0.81,0.63,0.79,0.6
openmeetings.csv,0.59,0.7,0.0,0.65,0.65,0.8,0.82,0.52,0.6,0.68,0.71,0.67,0.67,0.74,0.82
openxava.csv,0.59,0.66,0.5,0.59,0.67,0.66,0.58,0.0,0.63,0.86,0.6,0.74,0.72,0.8,0.65
pgui.csv,0.69,0.72,0.54,0.53,0.64,0.82,0.68,0.52,0.02,0.88,0.66,0.74,0.77,0.96,0.67
qpe.csv,0.15,0.87,0.7,0.88,0.69,0.86,0.91,0.88,0.88,0.93,0.75,0.91,0.77,0.88,0.85
quickfast.csv,0.55,0.69,0.38,0.84,0.67,0.6,0.72,0.6,0.83,0.91,0.72,0.62,0.82,0.88,0.0
rsyslog.csv,0.53,0.66,0.37,0.04,0.33,0.61,0.66,0.57,0.81,0.95,0.51,0.74,0.59,0.94,0.71
sylpheed-claws.csv,0.55,0.64,0.59,0.59,0.55,0.56,0.03,0.57,0.51,0.73,0.47,0.5,0.6,0.64,0.54
xqilla.csv,1.0,0.99,0.95,1.0,1.0,0.97,0.95,1.0,0.98,0.99,0.79,0.0,1.0,0.98,0.96
yale.csv,1.0,0.87,0.98,0.75,0.85,0.1,0.66,0.5,0.72,0.77,0.77,0.89,0.98,0.88,0.63
