,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.4,1.0,0.85,1.0,0.99,0.2,0.82,0.19,0.12,0.75,0.75,0.92,0.62,0.2,1.0,1.0,0.89,1.0,1.0,0.81
bzbyte.csv,1.0,0.97,0.03,1.0,0.0,0.0,1.0,0.0,0.0,0.88,1.0,0.29,0.0,0.0,1.0,1.0,0.39,1.0,0.86,0.25
carabiner.csv,0.87,0.65,0.96,0.5,0.31,0.3,0.87,0.58,0.68,0.88,0.88,0.37,0.86,0.6,0.96,0.8,0.72,0.2,0.24,0.5
chipster.csv,0.29,0.23,0.32,0.55,0.41,0.05,0.46,0.05,0.1,0.25,0.35,0.23,0.08,0.47,0.24,0.17,0.0,0.14,0.24,0.31
continuum-ide.csv,1.0,0.03,0.1,0.21,0.06,0.3,0.18,0.2,0.51,0.25,0.4,0.09,0.4,0.67,0.16,0.05,0.11,0.0,0.24,0.44
ctrlr.csv,0.25,0.52,0.42,0.53,0.5,0.5,0.1,0.76,0.29,1.0,0.4,0.16,0.24,0.3,0.22,0.39,0.5,0.04,0.62,0.44
galaxium.csv,0.35,0.61,0.36,0.18,0.37,0.25,0.38,0.35,0.25,0.5,0.19,0.18,0.46,0.17,0.78,0.1,0.33,0.65,0.9,0.5
ingex.csv,0.04,0.84,0.65,0.55,0.66,0.65,0.56,0.53,0.12,0.5,0.32,0.41,0.24,0.13,0.82,0.93,0.56,0.33,0.24,0.12
itext.csv,0.37,0.9,0.77,0.58,0.7,0.2,0.77,0.42,0.56,1.0,0.65,0.83,0.88,0.2,1.0,1.0,0.89,0.41,0.71,0.69
jgnash.csv,0.25,0.61,0.4,0.53,0.18,0.2,0.82,0.15,0.37,0.5,0.74,0.69,0.44,0.13,0.41,0.71,0.61,0.14,0.33,0.5
jppf-project.csv,0.44,0.58,0.69,0.53,0.53,0.75,0.38,0.87,0.68,0.12,0.69,0.43,0.58,0.73,0.71,0.61,0.44,0.41,0.81,0.62
jsr308-langtools.csv,0.88,0.81,0.94,1.0,0.74,0.1,0.95,0.0,0.47,0.88,0.99,0.68,0.08,0.6,0.98,1.0,0.89,1.0,0.67,0.62
lite.csv,0.96,0.35,0.23,0.05,0.12,0.7,0.51,0.69,0.46,0.38,0.15,0.16,0.52,0.43,0.47,0.37,0.5,0.04,0.19,0.31
octet.csv,0.48,0.19,0.78,0.45,0.32,0.75,0.85,0.27,0.39,0.38,0.19,0.44,0.3,0.7,0.12,0.56,0.22,0.33,0.19,0.19
owfs.csv,0.31,0.68,0.66,0.5,0.22,0.45,0.9,0.55,0.41,0.88,0.67,0.52,0.62,0.57,0.82,0.63,0.44,0.45,0.1,0.25
sidekar.csv,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0,0.95,0.0,1.0,0.0,0.0
stemkit.csv,0.12,0.52,0.29,0.21,0.25,0.05,0.05,0.34,0.24,0.25,0.28,0.21,0.2,0.17,0.0,0.15,0.39,0.2,0.52,0.31
ta3d.csv,0.1,0.32,0.25,0.42,0.53,0.35,0.23,0.38,0.36,0.25,0.18,0.08,0.06,0.2,0.61,0.12,0.06,0.22,0.33,0.56
tigermud.csv,1.0,0.61,0.31,0.08,0.28,0.25,0.74,0.29,0.12,0.0,0.22,0.47,0.46,0.53,0.94,0.88,0.78,0.8,0.19,0.19
utgb.csv,0.31,0.32,0.42,0.18,0.28,0.0,0.03,0.25,0.25,0.12,0.11,0.08,0.5,0.17,0.04,0.07,0.06,0.2,0.38,0.31
