,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.64,1.0,0.91,1.0,1.0,0.63,1.0,0.75,0.19,0.83,0.83,0.91,0.76,0.47,1.0,1.0,0.93,1.0,1.0,0.94
bzbyte.csv,1.0,0.97,0.05,1.0,0.12,0.0,1.0,0.0,0.0,0.91,1.0,0.66,0.0,0.0,1.0,1.0,0.75,1.0,1.0,0.31
carabiner.csv,0.91,0.71,0.95,0.62,0.52,0.8,1.0,0.86,0.52,0.86,1.0,0.71,0.86,0.88,0.86,0.93,0.67,0.59,0.29,0.74
chipster.csv,0.0,0.14,0.62,0.39,0.24,0.27,0.88,0.07,0.1,0.53,0.33,0.43,0.0,0.56,0.29,0.0,0.02,0.14,0.11,0.31
continuum-ide.csv,1.0,0.06,0.12,0.28,0.24,0.33,0.76,0.16,0.57,0.28,0.67,0.11,0.24,0.74,0.14,0.47,0.28,0.0,0.31,0.17
ctrlr.csv,0.27,0.6,0.44,0.25,0.32,0.27,0.12,0.68,0.86,0.62,0.5,0.06,0.14,0.03,0.14,0.13,0.6,0.05,0.49,0.2
galaxium.csv,0.55,0.63,0.61,0.45,0.68,0.63,0.47,0.61,0.1,0.88,0.33,0.77,0.62,0.59,0.57,0.07,0.58,0.41,0.83,0.57
ingex.csv,0.27,0.8,0.71,0.83,0.84,1.0,0.47,0.7,0.0,0.46,0.5,0.66,0.55,0.53,0.86,0.87,0.39,0.36,0.14,0.29
itext.csv,0.55,0.83,0.89,0.53,0.8,0.63,0.94,0.71,0.29,0.99,0.67,0.83,0.79,0.79,1.0,1.0,0.98,0.45,0.66,0.94
jgnash.csv,0.55,0.63,0.56,0.72,0.64,0.67,1.0,0.43,0.33,0.55,0.83,0.86,0.66,0.47,0.57,0.93,0.88,0.36,0.37,0.57
jppf-project.csv,0.45,0.66,0.71,0.62,0.64,0.9,0.18,0.89,0.76,0.74,0.67,0.57,0.45,0.47,0.71,0.4,0.35,0.55,0.66,0.54
jsr308-langtools.csv,1.0,0.86,0.94,1.0,1.0,0.93,1.0,0.0,0.43,0.92,1.0,0.89,0.34,0.82,1.0,1.0,0.93,1.0,0.77,0.83
lite.csv,1.0,0.6,0.42,0.23,0.48,0.83,0.71,0.89,0.33,0.62,0.0,0.49,0.31,0.62,0.57,0.8,0.54,0.18,0.23,0.49
octet.csv,0.55,0.26,0.76,0.66,0.44,0.77,0.94,0.3,0.19,0.43,0.0,0.6,0.59,0.85,0.57,0.73,0.12,0.64,0.31,0.26
owfs.csv,0.55,0.6,0.68,0.53,0.52,0.4,0.94,0.77,0.43,0.89,0.5,0.66,0.52,0.88,1.0,0.87,0.44,0.82,0.37,0.57
sidekar.csv,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
stemkit.csv,0.18,0.34,0.24,0.44,0.24,0.47,0.29,0.27,0.24,0.26,0.83,0.2,0.41,0.47,0.0,0.07,0.14,0.09,0.51,0.29
ta3d.csv,0.27,0.31,0.5,0.33,0.48,0.6,0.24,0.73,0.19,0.48,0.17,0.31,0.03,0.38,0.43,0.2,0.25,0.32,0.17,0.57
tigermud.csv,1.0,0.63,0.42,0.06,0.44,0.43,0.88,0.34,0.14,0.28,0.17,0.6,0.24,0.71,0.86,0.67,0.88,0.82,0.6,0.23
utgb.csv,0.18,0.8,0.35,0.38,0.44,0.2,0.0,0.36,0.05,0.25,0.33,0.09,0.72,0.06,0.0,0.07,0.04,0.18,0.26,0.4
