,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,616.5,97.5,98.5,99.0,391.5,190.0,730.0,197.0,189.0,190.0,291.5,97.5,297.0,90.5,97.5
firebird.csv,259.5,95.5,98.5,99.0,293.0,98.5,386.0,577.0,185.0,289.0,196.0,97.5,590.0,193.0,275.5
flylegacy.csv,818.5,97.5,96.5,99.0,392.5,98.5,730.0,197.0,577.5,192.5,97.5,321.0,297.0,193.0,295.0
gzigzag.csv,714.0,97.5,185.0,99.0,194.0,98.5,364.0,179.0,89.5,190.0,95.5,76.5,97.5,95.5,97.5
hydrogen.csv,567.0,97.5,98.5,99.0,392.5,197.5,553.0,197.0,185.0,289.0,1280.0,97.5,297.0,147.5,394.0
mcore3d.csv,802.5,97.5,95.5,99.0,295.0,98.5,386.0,387.0,89.5,93.5,97.5,97.5,84.5,193.0,196.0
nabu-library.csv,291.0,43.5,96.5,99.0,293.5,192.5,50.5,381.0,284.0,89.5,196.0,64.5,99.0,168.0,186.0
ogrehg.csv,259.5,97.5,96.5,97.5,195.0,98.5,179.0,482.5,189.0,190.0,97.5,97.5,395.5,90.5,97.5
qgo.csv,756.0,97.5,98.5,99.0,391.5,98.5,386.0,286.5,385.5,190.0,980.5,97.5,98.5,95.5,196.0
qtractor.csv,91.5,299.0,96.5,99.0,195.0,98.5,287.5,286.5,185.0,190.0,196.0,97.5,98.5,193.0,196.0
rhex.csv,282.5,97.5,98.5,98.5,195.0,98.5,455.5,197.0,375.0,190.0,388.5,160.0,297.0,601.0,196.0
rocrail.csv,800.5,97.5,98.5,99.0,291.0,98.5,830.5,578.0,189.0,289.0,289.5,225.5,198.0,90.5,97.5
webdriver.csv,616.5,97.5,96.5,99.0,294.0,98.5,545.0,386.0,385.5,190.0,195.0,97.5,876.5,193.0,97.5
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0
yield.csv,895.0,97.5,98.5,99.0,392.5,98.5,386.0,197.0,286.5,190.0,588.5,97.5,689.0,188.0,196.0
