,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.42,0.35,0.33,0.33,0.35,0.42,0.43,0.41,0.47,0.5,0.38,0.35,0.54,0.39,0.36
firebird.csv,0.58,0.44,0.41,0.45,0.42,0.52,0.36,0.36,0.5,0.45,0.44,0.31,0.67,0.37,0.45
flylegacy.csv,0.54,0.41,0.44,0.47,0.49,0.47,0.41,0.43,0.6,0.42,0.58,0.73,0.6,0.44,0.54
gzigzag.csv,0.67,0.35,0.6,0.5,0.57,0.7,0.54,0.59,0.56,0.83,0.67,0.8,0.45,0.36,0.52
hydrogen.csv,0.45,0.37,0.34,0.39,0.41,0.44,0.54,0.42,0.58,0.4,0.46,0.29,0.54,0.67,0.42
mcore3d.csv,0.43,0.42,0.53,0.49,0.41,0.53,0.41,0.5,0.65,0.47,0.56,0.64,0.72,0.37,0.42
nabu-library.csv,0.91,0.9,0.74,0.42,0.45,0.85,0.92,0.64,0.67,0.75,0.71,0.88,0.53,0.68,0.55
ogrehg.csv,0.92,0.37,0.49,0.59,0.45,0.48,0.45,0.56,0.53,0.5,0.51,0.64,0.71,0.37,0.52
qgo.csv,0.38,0.41,0.33,0.34,0.35,0.41,0.33,0.31,0.42,0.4,0.36,0.28,0.37,0.35,0.34
qtractor.csv,0.79,0.88,0.55,0.57,0.43,0.45,0.41,0.36,0.53,0.5,0.57,0.31,0.46,0.33,0.46
rhex.csv,0.52,0.37,0.41,0.45,0.72,0.62,0.67,0.75,0.57,0.43,0.49,0.5,0.71,0.64,0.48
rocrail.csv,0.5,0.38,0.36,0.44,0.42,0.47,0.42,0.37,0.53,0.34,0.42,0.88,0.56,0.45,0.38
webdriver.csv,0.54,0.35,0.4,0.39,0.45,0.43,0.5,0.51,0.54,0.47,0.54,0.45,0.76,0.36,0.4
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0
yield.csv,0.4,0.36,0.33,0.34,0.36,0.43,0.39,0.39,0.48,0.31,0.39,0.31,0.55,0.36,0.37
