,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.5,0.53,0.19,0.05,0.64,0.7,0.59,0.42,0.58,0.79,0.6,0.42,0.65,0.54,0.58,0.56,0.68,0.64,0.48,0.0
blogentis.csv,0.5,0.44,0.29,0.42,0.31,0.21,0.65,0.29,0.0,0.0,0.56,0.0,0.74,0.48,0.47,0.1,0.12,0.06,0.51,0.0
carabiner.csv,0.66,0.57,0.28,0.47,0.62,0.49,0.61,0.38,0.38,0.78,0.41,0.78,0.65,0.58,0.57,0.59,0.59,0.9,0.5,0.71
continuum-ide.csv,0.0,0.06,0.0,0.66,0.2,0.21,0.29,0.26,0.0,0.99,0.5,0.24,0.2,0.45,0.76,0.27,0.12,0.0,0.21,0.97
emulemorph.csv,0.0,0.16,0.0,0.43,0.17,0.0,0.56,0.0,0.12,0.0,0.01,0.0,0.8,0.38,0.14,0.0,0.0,0.0,0.34,0.0
free-evolution.csv,0.87,0.0,0.44,0.59,0.54,0.7,0.6,0.34,0.59,0.71,0.69,0.63,0.66,0.72,0.54,0.56,0.57,0.78,0.67,0.13
gtad.csv,0.95,0.59,0.28,0.07,0.17,0.5,0.6,0.07,0.12,0.89,0.29,0.45,0.53,0.2,0.33,0.74,0.22,0.37,0.28,0.0
htmlunit.csv,0.85,0.5,0.28,0.67,0.38,0.4,0.5,0.26,0.44,0.92,0.66,0.64,0.65,0.48,0.59,0.77,0.46,0.49,0.4,0.0
jaxen.csv,0.47,0.43,0.33,0.67,0.0,0.6,0.51,0.46,0.83,0.38,0.63,0.98,0.45,0.51,0.45,0.56,0.42,0.45,0.56,0.0
jsr308-langtools.csv,0.7,0.54,0.0,0.0,0.67,0.43,0.42,0.0,0.66,0.0,0.02,0.56,0.0,0.92,0.52,0.0,0.47,0.3,0.58,0.0
jvcl.csv,0.54,0.06,0.29,0.6,0.22,0.31,0.53,0.12,0.6,0.0,0.26,0.61,0.53,0.09,0.33,0.27,0.23,0.35,0.31,0.83
kaffeine.csv,0.24,0.12,0.28,0.09,0.84,0.69,0.65,0.42,0.12,0.83,0.69,0.69,0.36,0.21,0.52,0.73,0.61,0.4,0.58,0.86
m-m-m.csv,0.78,0.5,0.62,0.38,0.57,0.57,0.24,0.72,0.44,0.13,0.48,0.05,0.48,0.45,0.41,0.43,0.55,0.09,0.55,0.76
motu.csv,0.83,0.63,0.67,0.51,0.5,0.44,0.0,0.4,0.33,0.0,0.13,0.35,0.51,0.68,0.28,0.83,0.57,0.69,0.28,0.0
nh3d.csv,0.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.54,0.27,0.53,0.21,0.1,0.73,0.24,0.21,0.0,0.92,0.5,0.23,0.0,0.57,0.55,0.55,0.62,0.53,0.21,0.96
taokgame.csv,0.54,0.16,0.0,0.42,0.07,0.11,0.2,0.05,0.98,0.0,0.13,0.0,0.53,0.27,0.21,0.1,0.36,0.17,0.21,0.0
wgs-assembler.csv,0.86,0.56,0.41,0.0,0.49,0.58,0.62,0.15,0.66,0.47,0.61,0.64,0.59,0.72,0.55,0.65,0.63,0.73,0.59,0.91
