,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,23.0,1.0,258.0,10.0,0.0,11.0,3.0,0.0,2.0,35.0,7.0,34.0,13.0,1.0,3.0,4.0,0.0,4.0,2.0,103.0
blogentis.csv,32.0,4.0,93.0,9.0,0.0,0.0,1.0,0.0,91.0,61.0,6.0,86.0,2.0,0.0,10.0,2.0,12.0,0.0,14.0,103.0
carabiner.csv,35.0,0.0,76.0,1.0,0.0,12.0,3.0,0.0,8.0,36.0,28.0,36.0,11.0,0.0,2.0,0.0,24.0,0.0,4.0,58.0
continuum-ide.csv,72.0,2.0,355.0,2.0,1.0,5.0,1.0,0.0,91.0,2.0,11.0,2.0,1.0,7.0,1.0,5.0,5.0,72.0,1.0,10.0
emulemorph.csv,72.0,1.0,355.0,0.0,0.0,169.0,9.0,60.0,0.0,61.0,2.0,86.0,0.0,2.0,5.0,58.0,128.0,72.0,7.0,103.0
free-evolution.csv,20.0,7.0,0.0,19.0,0.0,6.0,8.0,0.0,3.0,41.0,9.0,5.0,20.0,5.0,8.0,6.0,15.0,1.0,3.0,89.0
gtad.csv,6.0,0.0,69.0,2.0,0.0,1.0,5.0,0.0,0.0,23.0,0.0,1.0,13.0,0.0,1.0,2.0,13.0,0.0,1.0,103.0
htmlunit.csv,17.0,3.0,95.0,0.0,0.0,15.0,3.0,0.0,1.0,19.0,3.0,7.0,17.0,0.0,6.0,4.0,9.0,0.0,0.0,103.0
jaxen.csv,50.0,7.0,0.0,2.0,0.0,24.0,14.0,0.0,2.0,54.0,12.0,4.0,3.0,9.0,13.0,11.0,7.0,7.0,13.0,103.0
jsr308-langtools.csv,32.0,1.0,355.0,158.0,1.0,27.0,8.0,0.0,7.0,61.0,0.0,54.0,109.0,0.0,3.0,13.0,2.0,4.0,10.0,103.0
jvcl.csv,6.0,3.0,2.0,1.0,0.0,12.0,3.0,0.0,1.0,61.0,3.0,21.0,20.0,1.0,2.0,3.0,4.0,10.0,0.0,49.0
kaffeine.csv,51.0,2.0,95.0,7.0,0.0,12.0,0.0,0.0,12.0,31.0,6.0,36.0,30.0,11.0,3.0,4.0,0.0,2.0,2.0,35.0
m-m-m.csv,29.0,4.0,0.0,9.0,0.0,14.0,13.0,0.0,2.0,59.0,23.0,69.0,21.0,9.0,8.0,11.0,7.0,8.0,5.0,62.0
motu.csv,21.0,1.0,0.0,2.0,1.0,23.0,15.0,0.0,0.0,61.0,27.0,64.0,21.0,5.0,1.0,0.0,4.0,3.0,1.0,103.0
nh3d.csv,55.0,4.0,0.0,158.0,0.0,24.0,15.0,0.0,2.0,61.0,13.0,70.0,109.0,12.0,10.0,13.0,7.0,8.0,16.0,92.0
sarasvati.csv,8.0,0.0,5.0,5.0,0.0,15.0,0.0,0.0,91.0,19.0,6.0,68.0,109.0,0.0,1.0,1.0,7.0,2.0,0.0,17.0
taokgame.csv,10.0,0.0,355.0,4.0,0.0,24.0,5.0,0.0,2.0,61.0,8.0,86.0,18.0,4.0,3.0,3.0,4.0,6.0,0.0,103.0
wgs-assembler.csv,21.0,2.0,0.0,10.0,0.0,34.0,9.0,0.0,1.0,52.0,3.0,44.0,38.0,4.0,2.0,4.0,1.0,3.0,13.0,24.0
