,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.41,0.31,0.49,0.31,0.41,0.47,0.35,0.46,0.43,0.44,0.44,0.41,0.36,0.58,0.28,0.33,0.56,0.49,0.49,0.32
blogentis.csv,0.64,0.63,0.99,0.63,0.51,0.96,0.61,0.38,0.87,0.88,0.45,0.8,0.55,0.47,0.59,0.75,0.94,0.0,0.64,0.62
carabiner.csv,0.38,0.3,0.35,0.3,0.39,0.67,0.34,0.36,0.41,0.41,0.33,0.36,0.34,0.39,0.27,0.39,0.39,0.43,0.39,0.33
continuum-ide.csv,0.67,0.8,0.0,0.39,0.95,0.88,0.92,0.54,0.9,0.67,0.52,0.83,0.95,0.64,0.41,0.83,0.89,0.5,0.95,0.94
emulemorph.csv,0.0,0.91,0.9,0.81,0.88,0.97,0.7,0.0,0.0,0.67,0.67,0.91,0.59,0.62,0.86,0.8,0.75,0.93,0.92,0.75
free-evolution.csv,0.5,0.32,0.42,0.39,0.44,0.46,0.37,0.38,0.37,0.45,0.33,0.55,0.57,0.36,0.28,0.39,0.37,0.39,0.56,0.27
gtad.csv,0.59,0.4,0.37,0.89,0.86,0.62,0.35,0.67,0.65,0.5,0.98,0.88,0.5,0.8,0.5,0.41,0.8,0.69,0.71,0.84
htmlunit.csv,0.34,0.29,0.34,0.4,0.44,0.55,0.4,0.55,0.55,0.55,0.44,0.75,0.35,0.4,0.3,0.35,0.47,0.57,0.51,0.31
jaxen.csv,0.4,0.38,0.54,0.37,0.44,0.59,0.43,0.74,0.74,0.38,0.51,0.85,0.47,0.46,0.39,0.44,0.41,0.48,0.69,0.33
jsr308-langtools.csv,0.36,0.33,0.0,0.0,0.37,0.41,0.35,0.57,0.4,0.37,0.5,0.39,0.0,0.37,0.29,0.37,0.35,0.39,0.45,0.45
jvcl.csv,0.92,0.83,0.67,0.74,0.78,0.95,0.65,0.8,0.62,0.63,0.97,0.58,0.57,0.67,0.53,0.75,0.94,0.66,0.88,0.48
kaffeine.csv,0.35,0.9,0.33,0.3,0.37,0.45,0.33,0.42,0.43,0.41,0.35,0.35,0.37,0.41,0.27,0.36,0.48,0.59,0.43,0.4
m-m-m.csv,0.4,0.56,0.46,0.38,0.54,0.46,0.38,0.65,0.43,0.38,0.46,0.41,0.52,0.56,0.33,0.4,0.49,0.4,0.52,0.42
motu.csv,0.34,0.36,0.43,0.31,0.48,0.46,0.37,0.63,0.42,0.86,0.38,0.45,0.37,0.43,0.53,0.52,0.49,0.5,0.63,0.3
nh3d.csv,0.34,0.52,0.83,0.0,0.4,0.41,0.38,0.56,0.37,0.37,0.87,0.4,0.75,0.44,0.32,0.37,0.37,0.4,0.45,0.28
sarasvati.csv,0.65,0.94,0.67,0.54,0.75,0.69,0.61,0.64,0.67,0.65,0.55,0.41,0.95,0.5,0.46,0.41,0.51,0.6,0.93,0.95
taokgame.csv,0.94,0.86,0.0,0.72,0.67,0.96,0.94,0.5,0.94,0.73,0.95,0.92,0.56,0.92,0.88,0.75,0.69,0.93,0.9,0.93
wgs-assembler.csv,0.45,0.51,0.52,0.31,0.48,0.41,0.42,0.83,0.48,0.4,0.49,0.4,0.42,0.38,0.38,0.36,0.37,0.44,0.46,0.5
