,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.04,0.69,0.66,0.62,0.96
lcfizvtop.csv,0.94,0.84,0.95,0.59,0.0
migen.csv,0.76,0.0,0.58,0.86,1.0
mvnforum.csv,0.75,0.7,0.0,0.86,0.94
plplot.csv,0.67,0.67,0.72,0.05,0.6
