,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.98,0.51,0.49,0.43,0.32
lcfizvtop.csv,0.52,0.28,0.09,0.47,1.0
migen.csv,0.36,1.0,0.47,0.2,0.0
mvnforum.csv,0.43,0.42,1.0,0.22,0.09
plplot.csv,0.59,0.6,0.38,0.98,0.36
