,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.69,0.24,0.25,0.4,0.13,0.24,0.48,0.68,0.85,0.49,0.29,0.28,0.56,0.69,0.61,0.6,0.59,0.6,0.52,0.24
clamav.csv,0.62,0.59,0.69,0.6,0.74,0.45,0.66,0.55,0.77,0.67,0.37,0.72,0.23,0.51,0.53,0.69,0.78,0.85,0.55,0.27
customsagetv.csv,0.35,0.12,0.0,0.11,0.6,0.28,0.37,0.26,0.27,0.25,0.22,0.19,0.18,0.05,0.33,0.88,0.06,0.7,0.48,0.58
gss.csv,0.46,0.63,0.62,0.61,0.74,0.23,0.69,0.7,0.63,0.59,0.41,0.54,0.73,0.53,0.44,0.2,0.48,0.78,0.8,0.34
guineu.csv,0.67,0.51,0.0,0.11,0.06,0.33,0.4,0.45,0.0,0.13,0.07,0.3,0.12,0.2,0.26,0.83,0.0,0.96,0.38,0.13
inkscape.csv,0.56,0.63,0.0,0.0,0.27,0.12,0.75,0.49,0.5,0.63,0.14,0.0,0.24,0.2,0.0,0.33,0.45,0.48,0.2,0.48
mpqc.csv,0.38,0.23,0.29,0.0,0.29,0.62,0.36,0.48,0.34,0.46,0.52,0.29,0.47,0.44,0.42,0.49,0.12,0.35,0.33,0.33
nsis.csv,0.5,0.33,0.6,0.3,0.42,0.68,0.38,0.37,0.54,0.52,0.72,0.73,0.47,0.55,0.43,0.82,0.12,0.3,0.47,0.48
octave.csv,0.56,0.44,0.15,0.11,0.49,0.34,0.4,0.56,0.1,0.47,0.31,0.41,0.39,0.47,0.33,0.02,0.23,0.68,0.34,0.23
owfs.csv,0.43,0.51,0.33,0.49,0.68,0.33,0.69,0.37,0.57,0.59,0.48,0.37,0.18,0.49,0.5,0.27,0.52,0.69,0.54,0.41
owlib.csv,0.62,0.7,0.59,0.62,0.66,0.36,0.57,0.6,0.64,0.57,0.45,0.41,0.45,0.6,0.33,0.63,0.73,0.37,0.62,0.6
pamguard.csv,0.38,0.4,0.55,0.65,0.54,0.39,0.45,0.59,0.57,0.33,0.18,0.39,0.55,0.26,0.66,0.1,0.66,0.0,0.56,0.6
papertoolkit.csv,0.47,0.3,0.06,0.11,0.31,0.38,0.46,0.3,0.42,0.49,0.27,0.6,0.18,0.2,0.18,0.12,0.18,0.97,0.31,0.46
prelude.csv,0.0,0.09,0.81,0.49,0.35,0.38,0.54,0.37,0.53,0.61,0.0,0.77,0.49,0.21,0.24,0.55,0.24,0.66,0.55,0.17
pustefix.csv,0.54,0.24,0.53,0.48,0.56,0.49,0.7,0.35,0.49,0.41,0.31,0.62,0.18,0.75,0.45,0.47,0.44,0.67,0.32,0.4
robocode.csv,0.7,0.62,0.02,0.59,0.6,0.48,0.76,0.7,0.64,0.63,0.41,0.42,0.35,0.58,0.51,0.57,0.57,0.66,0.52,0.55
scenemonitor.csv,0.6,0.27,0.12,0.56,0.46,0.34,0.56,0.65,0.51,0.57,0.22,0.63,0.76,0.53,0.2,0.12,0.67,0.66,0.32,0.62
tango-cs.csv,0.54,0.5,0.12,0.47,0.4,0.44,0.71,0.63,0.67,0.68,0.32,0.58,0.65,0.46,0.46,0.21,0.66,0.56,0.47,0.6
uwom-server.csv,0.22,0.37,0.0,0.21,0.62,0.37,0.51,0.38,0.47,0.56,0.4,0.57,0.39,0.11,0.29,0.4,0.69,0.37,0.44,0.58
zengine.csv,0.0,0.09,0.66,0.45,0.38,0.45,0.24,0.0,0.17,0.45,0.45,0.88,0.54,0.2,0.0,0.54,0.57,0.21,0.35,0.13
