,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.59,0.35,0.26,0.29,0.35,0.07,0.14,0.47,0.97,0.33,0.55,0.31,0.29,0.39,0.29,0.19,0.04,0.84,0.19,0.63
alleg.csv,0.5,0.33,0.25,0.67,0.41,0.98,0.42,0.5,0.22,0.37,0.05,0.36,0.03,0.32,0.59,0.17,0.46,0.7,0.56,0.37
biodwh.csv,0.62,0.52,0.37,0.27,0.0,0.0,0.31,0.31,0.28,0.14,0.62,0.2,0.11,0.18,0.49,1.0,0.04,0.84,0.04,0.44
factor.csv,0.0,0.04,0.0,0.15,0.0,0.0,0.07,0.28,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.98,0.0,0.11
iaml.csv,0.52,0.52,0.14,0.61,0.18,0.74,0.98,0.51,0.28,0.28,0.15,0.31,0.16,0.44,0.47,0.31,0.81,0.27,0.59,0.4
icescrum.csv,0.16,0.1,0.0,0.4,0.2,0.71,0.32,0.38,0.29,0.14,0.13,0.0,0.31,0.94,0.11,0.26,0.78,0.09,0.57,0.21
jbasic.csv,0.53,0.54,0.0,0.98,0.5,0.52,0.56,0.6,0.42,0.47,0.08,0.06,0.27,0.15,0.92,0.2,0.79,0.61,0.56,0.52
jcache.csv,0.6,0.54,0.17,0.66,0.42,0.72,0.49,0.44,0.35,0.37,0.31,0.4,0.26,0.45,0.31,0.26,0.68,0.71,0.56,1.0
ktc.csv,0.97,0.57,0.46,0.4,0.15,0.43,0.44,0.36,0.41,0.37,0.33,0.29,0.14,0.64,0.85,0.27,0.44,0.41,0.46,0.39
moast.csv,0.57,0.44,0.41,0.66,0.42,0.76,0.69,0.68,0.31,0.32,0.16,0.3,0.08,0.54,1.0,0.25,0.98,0.07,0.57,0.81
natpad.csv,0.57,0.41,0.19,0.35,0.47,0.64,0.26,0.58,0.39,0.39,0.41,0.35,0.1,0.35,0.78,0.29,0.55,0.65,0.99,0.46
nebuladevice.csv,0.31,0.34,0.38,0.28,0.0,0.25,0.18,0.08,0.24,0.14,0.43,0.9,0.36,0.44,0.05,0.21,0.31,0.34,0.37,0.16
nosleepsoftware.csv,0.5,0.52,0.93,0.44,0.0,0.42,0.28,0.32,0.22,0.29,0.5,0.42,0.12,0.31,0.1,0.21,0.49,0.38,0.58,0.37
pixel-commandos.csv,0.05,0.07,0.0,0.0,0.13,0.0,0.03,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,0.0,0.0,0.09,0.0
riff-evolve.csv,0.56,0.43,0.42,0.51,0.46,0.68,0.56,0.99,0.29,0.27,0.21,0.28,0.11,0.6,0.86,0.32,0.74,0.5,0.58,0.69
rosegarden.csv,0.66,0.96,0.46,0.43,0.32,0.6,0.47,0.57,0.34,0.41,0.44,0.27,0.17,0.6,0.15,0.25,0.69,0.49,0.51,0.32
smarttag.csv,0.2,0.24,0.0,0.06,0.96,0.04,0.21,0.08,0.15,0.22,0.0,0.09,0.0,0.16,0.21,0.11,0.07,0.38,0.0,0.05
wxcode.csv,0.52,0.19,0.43,0.17,0.0,0.07,0.17,0.15,0.0,0.0,1.0,0.16,0.0,0.1,0.07,0.18,0.08,0.89,0.09,0.2
xined.csv,0.33,0.4,0.1,0.54,0.42,0.74,0.59,0.47,0.28,1.0,0.25,0.19,0.22,0.44,0.87,0.23,0.86,0.84,0.63,0.27
zemljanka.csv,0.58,0.45,0.36,0.65,0.42,0.7,0.72,0.67,0.31,0.29,0.16,0.28,0.06,0.43,0.94,0.21,1.0,0.74,0.57,0.62
