,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.67,0.24,0.25,0.21,0.43,0.03,0.08,0.42,0.93,0.3,0.86,0.6,0.5,0.37,0.19,0.42,0.02,0.95,0.12,0.56
alleg.csv,0.57,0.44,0.31,0.75,0.71,0.97,0.34,0.49,0.33,0.7,0.14,0.53,0.25,0.42,0.45,0.42,0.31,0.63,0.67,0.26
biodwh.csv,0.6,0.73,0.5,0.17,0.0,0.0,0.19,0.2,0.2,0.1,0.57,0.33,0.75,0.11,0.35,1.0,0.02,0.95,0.02,0.32
factor.csv,0.0,0.02,0.0,0.08,0.0,0.0,0.04,0.21,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.06
iaml.csv,0.46,0.72,0.12,0.75,0.21,0.94,0.96,0.51,0.3,0.5,0.29,0.47,0.75,0.32,0.31,0.75,0.7,0.2,1.0,0.47
icescrum.csv,0.1,0.06,0.0,0.29,0.14,0.77,0.23,0.27,0.3,0.1,0.14,0.0,0.5,0.89,0.06,0.5,0.65,0.05,0.81,0.12
jbasic.csv,0.47,0.55,0.0,0.98,0.79,0.42,0.49,0.52,0.6,0.8,0.14,0.07,0.75,0.11,0.88,0.33,0.66,0.51,0.67,0.38
jcache.csv,0.63,0.76,0.19,0.71,0.57,0.83,0.47,0.31,0.53,0.7,0.71,0.67,0.75,0.53,0.2,0.5,0.53,0.63,0.65,1.0
ktc.csv,0.97,0.5,0.56,0.3,0.14,0.35,0.37,0.25,0.57,0.5,0.57,0.4,0.5,0.74,0.81,0.58,0.28,0.32,0.4,0.26
moast.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.91,0.95,1.0,1.0,1.0,1.0,1.0,0.89,0.99,1.0,1.0,0.05,1.0,0.94
natpad.csv,0.51,0.47,0.25,0.24,0.86,0.58,0.18,0.55,0.57,0.7,0.86,0.4,0.5,0.37,0.69,0.58,0.39,0.51,0.98,0.32
nebuladevice.csv,0.19,0.22,0.25,0.17,0.0,0.15,0.11,0.04,0.2,0.1,0.43,0.87,0.5,0.32,0.03,0.25,0.18,0.22,0.26,0.09
nosleepsoftware.csv,0.41,0.48,0.88,0.33,0.0,0.28,0.21,0.2,0.2,0.2,0.86,0.6,0.5,0.21,0.06,0.33,0.32,0.24,0.51,0.24
pixel-commandos.csv,0.03,0.04,0.0,0.0,0.07,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.05,0.0
riff-evolve.csv,0.88,0.83,0.88,0.43,0.57,0.75,0.56,0.99,0.73,0.6,1.0,0.87,1.0,0.89,0.8,0.75,0.6,0.41,0.86,0.59
rosegarden.csv,0.55,0.93,0.56,0.3,0.36,0.58,0.35,0.43,0.53,0.7,0.86,0.27,0.5,0.63,0.09,0.58,0.54,0.39,0.53,0.35
smarttag.csv,0.14,0.17,0.0,0.03,0.93,0.02,0.12,0.04,0.13,0.2,0.0,0.07,0.0,0.11,0.12,0.08,0.03,0.24,0.0,0.03
wxcode.csv,0.37,0.11,0.31,0.1,0.0,0.03,0.1,0.09,0.0,0.0,1.0,0.13,0.0,0.05,0.04,0.17,0.04,0.98,0.05,0.12
xined.csv,0.23,0.4,0.06,0.57,0.79,0.93,0.59,0.49,0.27,1.0,0.29,0.2,0.5,0.53,0.87,0.58,0.78,1.0,0.84,0.29
zemljanka.csv,0.97,0.99,0.88,0.98,1.0,0.83,0.99,1.0,0.97,0.9,1.0,0.93,0.75,0.68,1.0,0.75,1.0,0.9,1.0,1.0
