,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.48,0.8,0.83,0.83,0.66,1.0,0.72,0.93,1.0,0.93,0.93,0.92,1.0,0.92,0.96,0.76,1.0,1.0,0.76,0.96
doomlegacy.csv,0.77,0.0,0.96,0.3,0.75,0.64,0.88,0.11,0.13,0.93,0.7,1.0,0.45,0.77,0.42,0.7,0.32,1.0,0.53,0.65
elmo.csv,0.69,0.8,0.64,0.37,0.77,0.75,0.72,0.79,0.74,0.86,0.46,0.67,0.68,0.85,0.67,0.78,0.5,0.86,0.66,0.91
enzo.csv,0.97,1.0,0.86,0.91,0.89,0.75,0.96,0.82,0.78,0.79,0.76,0.73,0.8,1.0,0.83,0.91,0.79,1.0,0.91,1.0
gpac.csv,0.64,0.6,0.25,0.39,0.17,0.28,0.7,0.61,0.94,0.57,0.28,0.33,0.25,0.0,0.02,0.24,0.14,0.59,0.46,0.22
img-browse-sort.csv,0.79,0.6,0.55,0.76,0.62,0.72,0.78,0.62,0.46,0.71,0.73,0.88,0.63,0.85,0.16,0.32,0.64,0.32,0.74,0.48
ktc.csv,0.79,0.4,0.65,0.15,0.54,0.33,0.59,0.57,0.5,0.36,0.24,0.54,0.55,0.92,0.4,0.42,0.64,0.45,0.6,0.39
neoengine.csv,0.57,1.0,0.65,0.5,0.47,0.56,0.78,0.98,0.84,0.79,0.19,0.65,0.91,0.85,0.56,0.72,1.0,0.82,0.64,0.78
nicepress.csv,0.73,1.0,0.99,0.54,0.83,0.83,0.84,0.96,0.98,0.43,0.63,0.87,0.8,0.77,0.77,0.42,0.96,0.82,0.89,0.61
open-ms.csv,0.79,0.4,0.62,0.28,0.63,0.31,0.58,0.29,0.28,0.21,0.3,0.63,0.49,0.77,0.24,0.82,0.43,0.77,0.54,0.48
pcsx2.csv,0.83,1.0,0.49,0.89,0.51,0.83,0.59,0.64,0.54,0.43,0.28,0.69,0.75,0.77,0.91,0.32,1.0,0.23,0.98,0.7
pi-qmc.csv,0.6,0.8,0.82,0.8,0.54,0.64,0.59,0.91,0.99,0.5,0.6,0.65,0.74,0.85,0.31,0.72,0.64,0.86,0.76,0.91
rosegarden.csv,0.82,0.6,0.9,0.28,0.71,0.53,0.68,0.55,0.35,0.21,0.37,0.92,0.69,0.92,0.75,0.81,1.0,0.68,0.92,0.61
salasaga.csv,0.46,0.2,0.5,0.35,0.5,0.78,0.61,0.82,0.92,0.93,0.85,0.37,0.72,0.46,0.28,0.32,0.71,0.36,0.48,0.87
sigil.csv,0.9,0.6,0.62,0.76,0.78,0.69,0.71,0.68,0.39,1.0,0.87,0.81,0.64,0.77,0.63,0.85,0.36,0.45,0.76,0.87
skia.csv,0.74,0.8,0.31,0.37,0.44,0.44,0.54,0.46,0.47,0.07,0.54,0.38,0.45,0.77,0.38,0.46,0.71,0.55,0.63,0.65
smarttag.csv,0.9,0.8,0.89,0.65,0.67,0.64,0.6,0.5,0.38,0.57,0.76,0.54,0.59,0.54,0.74,0.74,0.61,0.41,0.8,0.48
sylpheed-claws.csv,0.98,1.0,0.94,0.96,0.94,1.0,0.94,0.73,0.71,0.93,1.0,1.0,1.0,0.92,1.0,0.98,1.0,0.95,0.99,0.96
xemeiah.csv,0.58,0.2,0.91,0.35,0.6,0.86,0.91,0.62,0.83,0.86,0.78,0.63,0.63,0.92,0.6,0.31,0.71,0.5,0.55,0.74
zscreen.csv,0.83,0.2,0.6,0.65,0.63,0.83,0.82,0.46,0.44,0.64,0.82,0.71,0.63,0.69,0.99,0.59,0.96,0.27,0.67,0.7
