,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.43,0.16,0.59,0.7,0.35,0.52,0.76,0.69,0.67,0.43,0.66,0.72,0.79,0.38,0.87,0.75,0.26,0.44,0.32,0.49
doomlegacy.csv,0.67,0.0,0.54,0.45,0.53,0.49,0.68,0.18,0.23,0.42,0.63,0.75,0.57,0.44,0.57,0.78,0.34,0.44,0.36,0.42
elmo.csv,0.57,0.29,0.6,0.43,0.44,0.51,0.69,0.66,0.67,0.46,0.48,0.67,0.69,0.41,0.78,0.77,0.35,0.55,0.34,0.57
enzo.csv,0.59,0.14,0.58,0.73,0.46,0.47,0.75,0.66,0.66,0.41,0.56,0.63,0.75,0.41,0.88,0.83,0.29,0.44,0.34,0.57
gpac.csv,0.47,0.13,0.3,0.48,0.17,0.3,0.59,0.65,0.64,0.35,0.32,0.44,0.34,0.0,0.04,0.35,0.16,0.37,0.27,0.3
img-browse-sort.csv,0.66,0.15,0.58,0.8,0.55,0.6,0.67,0.66,0.55,0.4,0.66,0.83,0.69,0.71,0.27,0.47,0.28,0.34,0.38,0.42
ktc.csv,0.75,0.17,0.64,0.25,0.57,0.44,0.64,0.57,0.55,0.32,0.35,0.67,0.66,0.49,0.57,0.57,0.33,0.59,0.41,0.41
neoengine.csv,0.59,0.13,0.61,0.61,0.44,0.47,0.72,0.71,0.68,0.46,0.27,0.72,0.79,0.46,0.69,0.75,0.26,0.65,0.32,0.52
nicepress.csv,0.59,0.14,0.55,0.6,0.56,0.71,0.71,0.7,0.65,0.3,0.64,0.7,0.74,0.43,0.84,0.57,0.29,0.39,0.36,0.48
open-ms.csv,0.65,0.12,0.57,0.39,0.56,0.35,0.57,0.36,0.38,0.24,0.36,0.69,0.59,0.44,0.38,0.81,0.37,0.62,0.38,0.46
pcsx2.csv,0.61,0.2,0.55,0.78,0.5,0.53,0.65,0.63,0.6,0.34,0.4,0.73,0.77,0.45,0.9,0.45,0.26,0.27,0.34,0.46
pi-qmc.csv,0.52,0.11,0.56,0.74,0.44,0.56,0.61,0.67,0.65,0.35,0.56,0.72,0.72,0.42,0.47,0.73,0.36,0.78,0.39,0.51
rosegarden.csv,0.67,0.15,0.55,0.43,0.61,0.51,0.6,0.6,0.45,0.24,0.42,0.79,0.72,0.48,0.8,0.8,0.3,0.39,0.36,0.48
salasaga.csv,0.5,0.12,0.51,0.47,0.43,0.48,0.68,0.68,0.67,0.44,0.69,0.52,0.74,0.33,0.39,0.45,0.4,0.48,0.36,0.53
sigil.csv,0.64,0.14,0.62,0.76,0.46,0.52,0.65,0.66,0.51,0.49,0.62,0.82,0.7,0.53,0.74,0.82,0.33,0.54,0.34,0.53
skia.csv,0.67,0.24,0.38,0.5,0.5,0.51,0.61,0.54,0.54,0.11,0.59,0.52,0.55,0.44,0.54,0.58,0.36,0.6,0.35,0.61
smarttag.csv,0.66,0.19,0.55,0.67,0.5,0.59,0.61,0.56,0.46,0.48,0.66,0.67,0.65,0.39,0.79,0.76,0.36,0.53,0.34,0.4
sylpheed-claws.csv,0.59,0.13,0.54,0.75,0.44,0.51,0.72,0.67,0.7,0.41,0.64,0.74,0.79,0.39,0.89,0.85,0.26,0.42,0.34,0.49
xemeiah.csv,0.6,0.13,0.58,0.5,0.51,0.6,0.71,0.6,0.65,0.41,0.73,0.69,0.69,0.43,0.67,0.45,0.37,0.47,0.33,0.49
zscreen.csv,0.65,0.14,0.58,0.76,0.5,0.53,0.71,0.57,0.52,0.4,0.65,0.76,0.7,0.34,0.89,0.67,0.26,0.37,0.33,0.47
