,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.29,0.4,0.43,0.32,0.27,0.31,0.34,0.37,0.31,0.31,0.23,0.39,0.26,0.35,0.24
encog-cs.csv,0.24,0.31,0.26,0.2,0.18,0.19,0.26,0.17,0.17,0.18,0.19,0.26,0.14,0.19,0.16
extprosys.csv,0.3,0.27,0.2,0.34,0.34,0.31,0.28,0.25,0.32,0.39,0.22,0.3,0.35,0.32,0.3
ibatisdb.csv,0.3,0.31,0.13,0.26,0.18,0.15,0.2,0.13,0.22,0.15,0.12,0.26,0.31,0.18,0.14
intact.csv,0.28,0.25,0.45,0.24,0.23,0.22,0.34,0.28,0.22,0.38,0.18,0.23,0.19,0.31,0.32
japano.csv,0.3,0.44,0.47,0.35,0.34,0.33,0.36,0.47,0.35,0.38,0.45,0.4,0.36,0.4,0.3
lockss.csv,0.25,0.13,0.44,0.35,0.29,0.32,0.14,0.12,0.28,0.32,0.11,0.11,0.24,0.19,0.32
ofbiz.csv,0.28,0.25,0.45,0.21,0.27,0.28,0.2,0.18,0.22,0.18,0.26,0.16,0.3,0.18,0.26
officefloor.csv,0.3,0.44,0.47,0.35,0.34,0.33,0.36,0.47,0.35,0.39,0.45,0.4,0.36,0.4,0.28
opennms.csv,0.28,0.16,0.46,0.32,0.24,0.3,0.22,0.46,0.31,0.18,0.43,0.25,0.23,0.4,0.32
rohxel.csv,0.25,0.36,0.47,0.19,0.2,0.19,0.34,0.34,0.2,0.15,0.38,0.28,0.15,0.26,0.28
roolo.csv,0.27,0.33,0.41,0.32,0.33,0.33,0.18,0.34,0.35,0.38,0.44,0.3,0.28,0.29,0.28
sevenupdate.csv,0.3,0.44,0.47,0.35,0.34,0.33,0.36,0.47,0.35,0.39,0.45,0.4,0.36,0.42,0.32
web-cat.csv,0.28,0.29,0.4,0.33,0.31,0.28,0.34,0.32,0.35,0.36,0.41,0.33,0.3,0.37,0.2
