,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.16,0.26,0.38,0.26,0.35,0.41,0.08,0.24,0.33,0.21,0.48,0.1
ctrlr.csv,0.29,0.0,0.18,0.5,0.16,0.07,0.29,0.22,0.33,0.28,0.24,0.43
dvt.csv,0.59,0.18,0.0,0.28,0.54,0.12,0.39,0.59,0.5,0.44,0.35,0.2
flylinkdc.csv,0.25,0.92,0.77,0.89,0.41,0.58,0.69,0.38,0.67,0.43,0.56,0.9
free-evolution.csv,0.89,1.0,1.0,0.36,0.7,0.56,0.36,0.49,0.67,0.49,0.37,0.33
fw4spl.csv,0.48,0.23,0.33,0.37,0.19,0.23,0.37,0.49,0.5,0.43,0.17,0.2
ipfire-wall.csv,0.14,0.37,0.59,0.19,0.03,0.11,0.44,0.24,0.67,0.04,0.08,0.2
ldview.csv,0.97,1.0,1.0,0.87,0.41,0.74,0.25,0.7,0.83,0.12,0.7,0.73
nuttx.csv,0.6,0.35,0.46,0.27,0.76,0.48,0.36,0.7,0.5,0.81,0.63,0.7
uclmda.csv,0.35,0.01,0.1,0.05,0.49,0.16,0.12,0.46,0.0,0.21,0.14,0.07
vdsf.csv,0.82,0.12,0.95,0.8,0.59,0.48,0.81,0.92,0.5,0.74,0.9,0.93
xcf.csv,0.67,0.38,0.38,0.37,0.27,0.35,0.29,0.62,0.83,0.26,0.29,0.27
