,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.63,0.26,0.27,0.06,0.33,1.0,0.18,0.15,0.32,0.14,0.51,0.14
emite.csv,0.34,0.52,0.14,0.21,0.31,0.51,0.42,0.25,0.38,0.08,0.98,0.45
geogebra.csv,0.34,0.59,0.3,0.39,0.22,0.54,0.39,0.15,0.38,0.18,0.0,0.94
hibernate.csv,0.38,0.24,0.15,0.28,0.33,0.47,0.38,0.3,0.97,0.11,0.11,0.31
httpcontentparser.csv,0.25,0.48,0.92,0.13,0.16,0.02,0.13,0.18,0.1,0.12,0.0,0.1
megameknet.csv,0.59,0.68,0.2,0.34,0.23,0.7,0.99,0.24,0.44,0.09,0.43,0.39
myfaces.csv,0.51,0.33,0.11,0.93,0.19,0.38,0.24,0.28,0.36,0.07,0.47,0.32
ns-3.csv,0.99,0.64,0.29,0.34,0.31,0.62,0.45,0.24,0.47,0.12,0.24,0.39
ondex.csv,0.5,0.65,0.28,0.27,0.24,0.64,0.44,0.89,0.31,0.0,0.41,0.31
pixel-commandos.csv,0.0,0.0,0.07,0.03,0.16,0.0,0.05,0.0,0.0,1.0,0.0,0.0
rsyslog.csv,0.5,0.98,0.21,0.33,0.42,0.77,0.5,0.32,0.44,0.13,0.6,0.47
wow-qrsk.csv,0.51,0.59,0.3,0.26,0.98,0.41,0.42,0.27,0.36,0.19,0.25,0.38
