,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.58,0.15,0.6,0.1,0.51,1.0,0.25,0.09,0.34,0.75,0.52,0.15
emite.csv,0.24,0.46,0.25,0.5,0.51,0.4,0.61,0.61,0.43,0.25,0.97,0.73
geogebra.csv,0.24,0.46,0.25,0.44,0.32,0.37,0.45,0.12,0.32,0.25,0.0,0.89
hibernate.csv,0.25,0.19,0.55,0.77,0.52,0.33,0.33,0.52,0.94,0.25,0.06,0.48
httpcontentparser.csv,0.16,0.5,0.85,0.08,0.2,0.01,0.07,0.18,0.06,0.25,0.0,0.09
megameknet.csv,0.51,0.73,0.6,0.54,0.47,0.61,0.97,0.64,0.47,0.5,0.32,0.72
myfaces.csv,0.45,0.27,0.15,0.9,0.22,0.27,0.42,0.48,0.48,0.25,0.58,0.48
ns-3.csv,0.98,0.58,0.65,0.79,0.59,0.61,0.58,0.55,0.58,0.75,0.16,0.65
ondex.csv,0.39,0.62,0.25,0.5,0.38,0.55,0.35,0.82,0.36,0.0,0.42,0.43
pixel-commandos.csv,0.0,0.0,0.05,0.02,0.09,0.0,0.03,0.0,0.0,1.0,0.0,0.0
rsyslog.csv,0.39,0.96,0.55,0.71,0.67,0.82,0.71,0.61,0.58,0.75,0.65,0.82
wow-qrsk.csv,0.38,0.73,0.6,0.42,0.97,0.28,0.38,0.7,0.29,0.75,0.16,0.44
