,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.2,0.31,0.5,1.0,0.0,0.95,0.28,0.21,0.18,0.37,0.68,0.29,0.4,0.12,0.28,0.2,0.38,0.3
bigdata.csv,0.98,0.23,0.33,0.5,0.0,0.7,0.22,0.39,0.55,0.32,0.89,0.14,0.25,1.0,1.0,0.3,0.38,0.23
chaperon.csv,0.12,0.31,0.03,0.0,1.0,0.18,0.14,0.04,0.0,0.03,0.0,0.0,0.02,0.0,0.04,0.0,0.1,0.0
e-bio-flow.csv,0.22,0.15,0.9,0.5,0.0,0.05,0.3,0.15,0.03,0.27,0.7,0.0,0.32,0.0,0.21,0.33,0.18,0.13
exist.csv,0.45,0.28,0.27,0.5,0.5,0.7,0.35,0.99,0.77,0.62,0.06,0.57,0.56,0.88,0.5,0.54,0.6,0.7
freedom-erp.csv,0.0,0.18,0.17,0.0,0.0,0.05,0.1,0.03,0.04,0.02,1.0,0.0,0.02,0.0,0.07,0.02,0.05,0.0
geotools.csv,0.48,0.28,0.33,0.5,0.5,0.38,0.18,0.47,0.37,0.33,0.72,0.14,0.96,0.12,0.31,0.35,0.6,0.07
jaxlib.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
jppf-project.csv,0.72,0.82,0.97,1.0,0.75,0.86,1.0,0.89,0.81,0.93,0.95,1.0,0.95,0.88,0.9,1.0,0.82,0.87
matrex.csv,0.1,0.51,0.37,0.5,0.25,0.77,0.29,0.4,0.96,0.33,0.82,0.43,0.28,0.25,0.35,0.47,0.2,0.17
mediate.csv,0.8,1.0,0.9,0.5,0.5,0.75,0.92,0.58,0.66,0.35,0.82,0.86,0.61,0.88,0.74,0.48,0.65,0.5
nunit.csv,0.12,0.59,0.33,0.0,0.25,0.34,0.5,0.56,0.22,0.22,0.3,0.57,0.21,0.12,0.25,0.2,0.9,0.27
octet.csv,0.35,0.82,0.17,0.0,0.25,0.5,0.21,0.42,0.45,0.12,0.33,0.86,0.28,0.75,0.29,0.52,0.6,0.27
pokenetonline.csv,0.4,0.31,0.7,1.0,0.75,0.84,0.75,0.64,0.77,0.95,0.57,0.57,0.62,0.88,0.79,0.21,0.62,0.57
reaper3d.csv,0.4,0.18,0.3,0.0,0.5,0.55,0.04,0.05,0.71,0.02,0.0,0.57,0.07,0.75,0.26,0.16,0.28,0.23
simplewebservices.csv,0.5,0.33,0.4,0.5,0.5,0.39,0.23,0.52,0.63,0.4,0.75,0.43,0.44,0.38,0.48,0.96,0.42,0.47
stajistics.csv,0.35,0.74,0.53,0.0,0.0,0.36,0.46,0.37,0.29,0.57,0.28,0.43,0.47,0.38,0.4,0.32,0.32,0.97
swtfox.csv,0.98,0.49,0.17,0.0,0.75,0.2,0.25,0.49,0.26,0.25,0.45,0.29,0.44,0.5,0.34,0.28,0.32,0.4
