,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.85,0.73,0.6,0.44,1.02,0.05,0.73,0.79,0.82,0.66,0.48,0.73,0.64,0.88,0.74,0.84,0.64,0.7
bigdata.csv,0.91,0.77,0.73,1.03,1.0,0.59,0.78,0.66,0.53,0.72,0.64,0.86,0.76,0.99,0.05,0.72,0.66,0.78
chaperon.csv,0.88,0.82,0.97,1.0,0.0,0.83,0.89,0.96,1.0,0.97,1.0,1.0,0.98,1.0,0.96,1.0,0.9,1.0
e-bio-flow.csv,0.91,0.86,0.1,0.53,1.04,0.95,0.71,0.87,0.99,0.76,0.66,1.0,0.73,1.0,0.82,0.75,0.85,0.87
exist.csv,0.66,0.72,0.84,0.66,0.57,0.6,0.66,0.04,0.64,0.55,0.98,0.46,0.53,0.71,0.7,0.66,0.53,0.5
freedom-erp.csv,1.01,0.82,0.83,1.0,1.0,0.95,0.9,0.97,0.96,0.98,0.0,1.0,0.98,1.0,0.93,0.98,0.96,1.0
geotools.csv,0.73,0.86,0.69,0.52,0.53,0.65,0.9,0.61,0.66,0.69,0.73,0.86,0.04,0.9,0.74,0.83,0.59,0.94
jaxlib.csv,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0
jppf-project.csv,0.95,0.85,0.81,0.98,0.99,0.74,0.0,0.87,0.78,0.84,0.84,0.94,0.95,0.93,0.92,1.0,0.92,0.95
matrex.csv,0.95,0.65,0.67,0.54,0.76,0.55,0.72,0.63,0.04,0.67,0.5,0.59,0.79,0.77,0.77,0.59,0.86,0.88
mediate.csv,0.93,0.0,0.91,0.83,0.71,0.66,0.88,0.62,0.74,0.68,0.87,0.87,0.68,0.84,0.78,0.81,0.64,0.59
nunit.csv,0.9,0.65,0.73,1.05,0.8,0.68,0.9,0.48,0.79,0.8,0.78,0.46,0.83,0.88,0.76,0.8,0.1,0.74
octet.csv,0.77,0.72,0.87,1.12,0.78,0.62,0.8,0.68,0.61,0.95,0.83,0.14,0.77,0.65,0.75,0.77,0.49,0.84
pokenetonline.csv,0.69,0.75,0.68,0.83,0.35,0.71,0.79,0.67,0.49,0.05,0.82,0.45,0.55,0.71,0.71,0.82,0.44,0.52
reaper3d.csv,0.64,0.85,0.76,1.0,0.72,0.8,0.96,0.96,0.67,0.98,1.0,0.86,1.01,0.25,0.86,0.88,0.85,0.99
simplewebservices.csv,0.7,0.72,0.75,0.56,0.71,0.77,0.77,0.56,0.67,0.61,0.65,0.65,0.75,0.68,0.68,0.04,0.66,0.68
stajistics.csv,0.75,0.75,0.55,1.03,1.04,0.73,0.74,0.68,0.73,0.5,0.74,0.58,0.59,0.68,0.72,0.71,0.71,0.03
swtfox.csv,0.03,0.87,0.93,1.04,0.69,0.89,0.9,0.75,0.93,0.83,0.83,0.79,0.81,0.63,0.77,0.76,0.87,0.87
