,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.28,0.23,0.33,0.44,0.19,0.01,0.12,0.06,0.04,0.2,0.36,0.14,0.23,0.1,0.16,0.24,0.14,0.01
bigdata.csv,0.91,0.07,0.31,0.9,0.02,0.51,0.0,0.27,0.28,0.24,0.63,0.04,0.13,0.99,0.05,0.16,0.22,0.13
chaperon.csv,0.08,0.43,0.02,0.02,0.0,0.11,0.25,0.01,0.0,0.04,0.0,0.02,0.05,0.03,0.08,0.0,0.04,0.01
e-bio-flow.csv,0.48,0.13,0.0,0.17,0.29,0.09,0.12,0.21,0.16,0.2,0.59,0.1,0.25,0.06,0.19,0.33,0.2,0.12
exist.csv,0.37,0.1,0.4,0.44,0.27,0.52,0.12,0.04,0.6,0.4,0.3,0.16,0.31,0.7,0.49,0.48,0.34,0.41
freedom-erp.csv,0.12,0.03,0.04,0.08,0.04,0.01,0.0,0.02,0.0,0.0,0.0,0.1,0.07,0.01,0.0,0.04,0.12,0.01
geotools.csv,0.51,0.47,0.19,0.12,0.19,0.17,0.38,0.31,0.2,0.16,0.67,0.08,0.0,0.21,0.27,0.52,0.43,0.13
jaxlib.csv,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0
jppf-project.csv,0.91,0.83,0.81,0.98,0.96,0.73,0.0,0.86,0.76,0.84,0.84,0.94,0.95,0.92,0.92,1.0,0.91,0.94
matrex.csv,0.29,0.43,0.21,0.21,0.15,0.5,0.12,0.21,0.01,0.08,0.47,0.16,0.34,0.16,0.41,0.26,0.3,0.28
mediate.csv,0.91,0.0,0.9,0.67,0.5,0.61,0.88,0.46,0.65,0.2,0.86,0.86,0.56,0.83,0.73,0.62,0.54,0.3
nunit.csv,0.23,0.5,0.31,0.31,0.27,0.16,0.75,0.2,0.09,0.16,0.34,0.16,0.27,0.13,0.05,0.06,0.01,0.07
octet.csv,0.42,0.7,0.25,0.5,0.23,0.37,0.12,0.35,0.27,0.36,0.49,0.0,0.27,0.6,0.24,0.6,0.28,0.41
pokenetonline.csv,0.34,0.3,0.62,0.83,0.25,0.7,0.75,0.56,0.43,0.0,0.7,0.14,0.41,0.7,0.68,0.23,0.22,0.29
reaper3d.csv,0.23,0.23,0.31,0.04,0.52,0.66,0.12,0.18,0.6,0.04,0.01,0.75,0.4,0.0,0.43,0.26,0.45,0.62
simplewebservices.csv,0.49,0.27,0.44,0.25,0.5,0.47,0.0,0.29,0.56,0.12,0.6,0.31,0.5,0.28,0.43,0.0,0.32,0.42
stajistics.csv,0.37,0.7,0.29,0.25,0.29,0.35,0.5,0.25,0.16,0.24,0.16,0.08,0.27,0.27,0.41,0.19,0.2,0.0
swtfox.csv,0.02,0.7,0.42,0.27,0.65,0.39,0.5,0.55,0.56,0.36,0.63,0.33,0.57,0.38,0.41,0.24,0.55,0.62
