,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.47,0.34,0.25,0.04,0.19,0.25,0.79,0.45,1.0,0.75,0.47,0.24,0.76,0.49,0.62,0.19,0.47
amygdala.csv,0.58,0.03,0.25,0.2,0.09,0.31,0.44,0.73,0.17,0.92,0.29,0.71,0.25,0.52,0.58,0.42,0.0
awemud.csv,0.71,0.73,0.44,0.36,0.64,0.45,0.73,0.55,1.0,0.0,0.88,0.55,0.76,0.83,0.69,0.78,0.49
bullet.csv,0.69,0.61,0.56,0.62,0.42,0.69,0.42,0.27,0.17,0.0,0.18,0.82,0.38,0.08,0.12,0.39,0.53
customwars.csv,0.55,0.38,0.19,0.2,0.23,0.46,0.5,0.36,0.83,0.0,0.59,0.32,0.71,0.48,0.42,0.28,0.47
dvd-create.csv,0.53,0.82,0.44,0.58,0.78,0.57,0.94,0.73,0.5,0.0,0.82,0.68,0.67,0.72,0.81,0.86,0.63
gbif-indexingtoolkit.csv,0.42,0.0,0.19,0.0,0.0,0.19,0.06,0.64,0.83,0.0,0.47,0.18,0.0,0.47,0.19,0.0,0.02
go.csv,0.69,0.71,0.56,0.31,0.32,0.51,0.77,0.64,0.33,0.0,0.82,0.68,0.64,0.71,0.77,0.78,0.63
growl-for-windows.csv,0.77,0.0,0.25,0.11,0.05,0.19,0.77,0.64,0.0,0.0,1.0,0.68,0.0,0.59,0.54,0.67,0.24
kwave.csv,0.86,0.99,0.5,1.0,1.0,0.48,0.94,0.82,0.5,0.58,0.82,0.58,0.87,0.88,0.69,0.72,1.0
libarchive.csv,0.86,0.92,0.62,0.78,0.96,0.85,0.79,0.91,1.0,0.75,0.94,0.84,0.8,0.93,0.65,0.69,0.63
linux-ntfs.csv,0.55,0.57,0.56,0.8,0.77,0.72,0.4,0.45,0.17,0.25,0.76,0.63,0.87,0.59,0.65,0.56,0.61
lsb.csv,0.65,0.57,0.5,0.91,0.88,0.66,0.58,0.55,0.83,0.08,0.82,0.79,0.53,0.51,0.73,0.72,0.61
mpgravity.csv,1.0,0.73,0.56,0.84,0.86,0.79,1.0,1.0,0.0,0.83,1.0,0.97,0.0,0.99,0.96,0.92,0.94
qcad2.csv,0.37,0.49,0.31,0.49,0.42,0.43,0.79,0.55,0.67,0.42,0.47,0.26,0.65,0.51,0.73,0.72,0.67
qtwin.csv,0.08,0.0,0.0,0.0,0.0,0.04,0.08,0.45,1.0,0.17,0.29,0.08,0.14,0.4,0.35,0.06,0.0
roller.csv,0.88,0.82,0.88,0.73,0.95,0.82,0.98,0.73,0.67,0.75,0.82,0.92,0.96,0.72,0.96,0.86,1.0
