,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.0,1.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0
fritzing.csv,1.0,0.0,0.0,4.0,0.0,47.0,2.0,2.0,4.0,3.0
jlinalg.csv,0.0,3.0,1.0,4.0,0.0,371.0,3.0,7.0,4.0,0.0
knowledge.csv,0.0,0.0,2.0,1.0,0.0,282.0,3.0,5.0,4.0,0.0
massiv.csv,63.0,141.0,0.0,140.0,66.0,0.0,57.0,1.0,55.0,123.0
multitude.csv,0.0,10.0,1.0,2.0,0.0,131.0,14.0,1.0,0.0,0.0
playerstage.csv,0.0,8.0,0.0,0.0,0.0,60.0,0.0,1.0,2.0,1.0
quarkplusplus.csv,0.0,3.0,1.0,1.0,0.0,51.0,3.0,0.0,0.0,3.0
rtrt-on-gpu.csv,0.0,2.0,1.0,0.0,0.0,63.0,0.0,1.0,1.0,7.0
superwaba.csv,0.0,0.0,1.0,0.0,0.0,59.0,2.0,1.0,0.0,6.0
