,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.41,0.3,0.38,0.06,0.23,0.05,0.17,1.0,0.26,0.19
fritzing.csv,0.69,0.59,0.96,0.48,0.8,0.03,0.25,0.49,0.4,0.45
jlinalg.csv,1.0,0.53,0.63,0.62,0.95,0.01,0.31,0.49,0.56,0.65
knowledge.csv,0.63,0.43,0.37,0.59,1.0,0.01,0.29,0.51,0.57,0.7
massiv.csv,0.0,0.0,0.03,0.0,0.0,0.86,0.0,0.17,0.0,0.0
multitude.csv,0.68,0.47,0.61,0.58,0.76,0.02,0.21,0.4,0.43,0.98
playerstage.csv,0.53,0.55,0.61,0.99,0.71,0.03,0.11,0.35,0.42,0.52
quarkplusplus.csv,0.59,0.48,0.49,0.54,0.54,0.03,0.14,0.34,0.98,0.39
rtrt-on-gpu.csv,0.28,0.34,0.4,0.4,0.45,0.03,1.0,0.26,0.3,0.31
superwaba.csv,0.57,0.98,0.54,0.56,0.71,0.03,0.19,0.41,0.51,0.54
