,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.76,0.91,0.41,0.23,0.32,1.0,0.39,0.08,0.36,0.25
aime.csv,0.48,0.78,0.24,0.0,0.33,0.67,0.32,0.06,0.5,0.18
badtrinitycore.csv,0.0,0.75,0.33,0.37,0.2,0.49,0.49,0.19,0.44,0.36
electric-core.csv,0.6,0.82,0.41,0.2,0.18,0.41,0.33,0.14,0.34,0.26
geochat.csv,0.53,0.77,0.15,0.03,0.21,0.0,0.57,0.37,0.5,0.4
mumble.csv,0.54,0.77,0.16,0.27,0.29,0.51,0.66,0.12,0.36,0.3
olsrd.csv,0.58,0.95,0.27,0.15,0.22,0.5,0.34,0.15,0.4,0.3
silvertree.csv,0.53,0.92,0.26,0.13,0.3,0.72,0.35,0.12,0.35,0.31
skia.csv,0.59,0.92,0.29,0.17,0.18,0.47,0.38,0.24,0.54,0.33
t-2.csv,0.56,0.81,0.23,0.14,0.16,0.44,0.36,0.35,0.32,0.26
