,id,count_recall,count_precision,count_pf,cdom_score,bellwether
57,2,1,2,2,1,mclient-mume.csv
52,3,1,3,9,8,panda3d.csv
50,4,3,4,9,11,openefm.csv
58,5,1,2,2,1,azureus.csv
24,6,1,5,8,12,coot.csv
19,7,1,6,10,11,jmoney.csv
28,8,1,3,12,11,sblim.csv
17,9,2,5,6,7,pokenetonline.csv
18,11,1,1,1,0,atunes.csv
53,12,1,2,4,3,fluent-nhibernate.csv
59,14,1,4,5,4,bdbbasic.csv
51,15,1,2,2,2,jhotdraw.csv
21,16,1,2,3,2,jnode.csv
26,17,1,3,6,5,playerstage.csv
16,18,1,6,14,13,ifmo-game-1.csv
27,19,1,2,3,3,multitude.csv
15,20,1,6,11,11,gmerlin.csv
29,21,1,5,10,9,amateur-scrolls.csv
60,22,3,5,8,11,ns-3-dev-def-routing.csv
49,23,2,6,19,18,vars-redux.csv
25,28,1,1,3,4,bochs.csv
20,29,1,5,10,9,lamp.csv
39,30,1,2,2,2,bacnet.csv
34,31,7,5,9,15,algebsql.csv
6,32,1,10,19,17,retromenu.csv
14,33,2,5,7,8,unbvision.csv
7,35,1,8,13,12,quark.csv
33,36,1,5,9,9,jcache.csv
40,37,1,7,12,12,pcgen.csv
32,38,1,11,20,19,pixel-commandos.csv
41,39,3,7,9,10,sigil.csv
55,40,2,5,7,11,apolloplayer.csv
46,41,2,5,9,9,qgo.csv
22,42,2,3,6,7,badtrinitycore.csv
31,43,1,7,13,12,xbplayer.csv
30,44,1,4,6,6,genoviz.csv
23,45,1,5,12,13,flylinkdc.csv
45,46,5,3,3,9,go.csv
56,47,1,3,7,7,rhex.csv
47,48,1,4,6,5,fmri-dmt.csv
54,49,1,4,7,6,m-a-d-n-e-s-s.csv
3,50,2,6,11,14,xemeiah.csv
10,51,1,16,19,18,alpine.csv
38,53,1,1,1,0,xcf.csv
37,54,4,2,7,8,quantlib.csv
42,55,3,7,13,13,pfaedit.csv
9,56,2,3,1,2,openintents.csv
5,57,2,6,20,18,gtad.csv
11,58,1,2,11,10,qedo.csv
1,59,1,1,2,1,jrdf.csv
13,60,1,7,18,17,opennms.csv
0,61,3,4,7,9,sauerbraten.csv
36,62,1,1,1,0,silvertree.csv
43,63,1,7,20,19,adobe-source.csv
44,64,1,5,10,9,graphmak.csv
35,65,3,5,5,6,gwanted.csv
2,66,1,6,14,13,wxcode.csv
12,67,1,7,10,10,alembik.csv
4,68,2,8,12,19,trinitycore.csv
8,69,1,7,7,13,olex2.csv
48,70,4,2,2,5,nova.csv
