,recall,precision,pf,cdom,bellwether
1,0.615,0.445,0.34,7.0,pokenetonline.csv
10,0.485,0.49,0.095,1.0,fluent-nhibernate.csv
13,0.33999999999999997,0.335,0.25,9.0,ns-3-dev-def-routing.csv
27,0.365,0.41000000000000003,0.36,5.0,unbvision.csv
34,0.57,0.33,0.23,16.0,xemeiah.csv
52,0.605,0.33,0.25,17.0,nova.csv
24,0.8999999999999999,0.8999999999999999,0.84,1.0,magicwars.csv
25,0.6,0.6799999999999999,0.485,3.0,turbotrader-bos.csv
26,0.91,0.9550000000000001,0.91,0.0,xmemcached.csv
