,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.31,0.94,0.71,0.51,0.84,0.17,0.35,0.27,0.51,0.6,0.47,0.79
autowikibrowser.csv,0.24,0.64,0.6,0.43,0.79,0.11,0.34,0.24,0.62,0.66,0.38,0.68
cities3d.csv,0.0,0.48,0.72,0.37,0.69,0.18,0.35,0.0,0.5,0.74,0.34,0.0
firebird.csv,0.18,0.54,0.67,0.43,0.79,0.12,0.23,0.2,0.42,0.55,0.36,0.61
hydrogen.csv,0.16,0.46,0.52,0.36,0.48,0.09,0.41,0.0,0.4,0.45,0.22,0.61
lphant.csv,0.16,0.54,0.52,0.4,0.54,0.12,0.23,0.27,0.6,0.53,0.34,0.68
qgo.csv,0.14,0.83,0.55,0.48,0.62,0.09,0.25,0.21,0.39,0.49,0.29,0.68
quickfast.csv,0.15,0.57,0.52,0.44,0.42,0.09,0.2,0.26,0.41,0.45,0.25,0.82
rhex.csv,0.34,0.5,0.58,0.32,0.63,0.11,0.31,0.15,1.0,0.41,0.36,0.62
rocrail.csv,0.23,0.65,0.67,0.41,0.68,0.11,0.34,0.28,0.52,0.64,0.51,0.67
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
yield.csv,0.13,0.55,0.63,0.39,0.78,0.09,0.18,0.22,0.49,0.58,0.3,0.66
