,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.11,0.03,0.18,0.34,0.1,0.33,0.2,0.56,0.52,0.37,0.24,0.28
autowikibrowser.csv,0.32,0.37,0.42,0.57,0.15,0.53,0.19,0.44,0.27,0.3,0.41,0.56
cities3d.csv,0.0,0.71,0.05,0.59,0.07,0.28,0.17,0.0,0.15,0.13,0.49,0.0
firebird.csv,0.28,0.6,0.3,0.57,0.13,0.59,0.36,0.91,0.7,0.54,0.38,0.78
hydrogen.csv,0.72,1.0,1.0,1.0,1.0,1.0,0.17,0.02,1.0,1.0,1.0,0.5
lphant.csv,0.69,0.63,0.66,0.57,0.65,0.56,0.43,0.26,0.3,0.61,0.52,0.56
qgo.csv,0.81,0.14,0.77,0.46,0.4,0.86,0.38,0.72,0.94,0.83,0.68,0.66
quickfast.csv,0.79,0.37,0.83,0.38,0.56,0.79,0.41,0.33,0.91,0.91,0.76,0.22
rhex.csv,0.26,0.66,0.39,0.7,0.22,0.55,0.2,0.26,0.0,0.63,0.35,0.5
rocrail.csv,0.3,0.23,0.27,0.62,0.28,0.58,0.21,0.3,0.39,0.26,0.22,0.34
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
yield.csv,0.57,0.57,0.44,0.79,0.19,1.0,0.62,0.84,0.64,0.43,0.61,0.66
