,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.32,0.65,0.5,0.56,0.68,0.28,0.47,0.42,0.63,0.64,0.59,0.76
autowikibrowser.csv,0.35,0.7,0.59,0.55,0.67,0.19,0.44,0.34,0.65,0.68,0.53,0.75
cities3d.csv,0.0,0.59,0.21,0.46,0.28,0.29,0.43,0.0,0.31,0.56,0.49,0.0
firebird.csv,0.25,0.66,0.61,0.55,0.63,0.21,0.35,0.34,0.55,0.65,0.49,0.7
hydrogen.csv,0.27,0.63,0.69,0.53,0.65,0.16,0.53,0.0,0.57,0.62,0.35,0.57
lphant.csv,0.28,0.67,0.59,0.51,0.65,0.21,0.36,0.32,0.64,0.65,0.51,0.75
qgo.csv,0.25,0.83,0.67,0.58,0.66,0.16,0.39,0.33,0.55,0.65,0.45,0.79
quickfast.csv,0.25,0.57,0.63,0.48,0.43,0.16,0.3,0.34,0.58,0.6,0.39,0.76
rhex.csv,0.5,0.61,0.53,0.42,0.5,0.18,0.4,0.17,0.09,0.47,0.48,0.58
rocrail.csv,0.33,0.57,0.58,0.54,0.67,0.18,0.46,0.36,0.57,0.6,0.64,0.55
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0
yield.csv,0.22,0.65,0.66,0.54,0.74,0.16,0.3,0.36,0.63,0.65,0.46,0.75
