,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,1.0,0.71,0.64,0.85,0.5,0.63,0.46,0.62,0.79,0.95,0.71,0.84,0.67,0.61,0.39,0.66,0.47
encog-cs.csv,1.0,0.55,0.53,0.66,0.71,0.87,0.82,0.82,0.65,0.59,0.61,0.61,0.67,0.79,0.78,0.75,0.63
extprosys.csv,1.0,0.78,0.62,0.91,0.89,0.77,0.36,0.66,0.39,0.64,0.74,0.44,0.33,0.9,0.97,0.75,0.32
ibatisdb.csv,0.0,0.31,0.32,0.17,0.43,0.3,0.23,0.26,0.41,0.5,0.55,0.21,0.33,0.07,0.81,0.22,0.42
intact.csv,0.0,0.76,0.6,0.67,0.68,0.53,0.23,0.42,0.65,1.0,0.89,0.49,0.33,0.79,0.58,0.5,0.32
japano.csv,0.0,0.94,0.85,0.84,0.75,0.83,0.95,0.72,0.92,0.73,0.76,0.67,1.0,0.85,0.75,0.81,0.74
lockss.csv,1.0,0.31,0.51,0.2,0.36,0.4,0.77,0.56,0.38,0.64,0.76,0.29,1.0,0.44,1.0,0.69,0.47
ofbiz.csv,0.0,0.84,0.89,0.68,0.32,0.6,0.54,0.38,0.61,0.14,0.79,0.58,0.67,0.77,0.39,0.5,0.63
officefloor.csv,1.0,0.18,0.13,0.42,0.25,0.23,0.0,0.41,0.45,0.23,0.66,0.36,0.0,0.24,0.53,0.28,0.53
opennms.csv,0.0,0.41,0.02,0.05,0.57,0.1,0.49,0.01,0.18,0.55,0.11,0.09,0.33,0.4,0.0,0.09,0.0
papertoolkit.csv,0.0,0.2,0.17,0.27,0.11,0.2,0.1,0.17,0.32,0.23,0.53,0.19,1.0,0.27,0.08,0.41,0.11
rohxel.csv,1.0,0.37,0.53,0.13,0.18,0.33,0.72,0.43,0.29,0.23,0.13,0.41,0.0,0.06,0.14,0.19,0.05
sevenupdate.csv,1.0,0.71,1.0,1.0,0.82,1.0,1.0,1.0,0.91,0.36,0.97,0.93,1.0,0.91,1.0,0.97,1.0
web-cat.csv,1.0,0.73,1.0,0.94,0.86,0.77,0.95,0.82,0.92,0.77,0.95,0.88,1.0,0.94,0.92,0.91,0.79
xcf.csv,0.0,0.43,0.51,0.79,0.54,0.63,0.92,0.64,0.61,0.59,0.82,0.59,0.33,0.52,0.92,0.84,0.84
