,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.01,0.9,0.33,0.99,0.23,0.41,0.82,0.91,0.36,0.21,0.05,0.99,0.04,0.66,0.18,0.57,0.29
encog-cs.csv,0.01,0.9,0.29,0.85,0.24,0.3,0.78,0.93,0.51,0.19,0.02,1.0,0.06,0.74,0.31,0.57,0.44
extprosys.csv,0.01,0.86,0.48,0.9,0.28,0.3,0.7,0.95,0.33,0.15,0.05,0.99,0.03,0.68,0.3,0.5,0.27
ibatisdb.csv,0.0,0.88,0.33,0.85,0.31,0.31,1.0,0.94,0.44,0.24,0.07,1.0,0.06,0.65,0.59,0.88,0.67
intact.csv,0.0,0.88,0.32,0.92,0.31,0.42,0.9,0.96,0.44,0.22,0.05,1.0,0.03,0.76,0.31,0.64,0.38
japano.csv,0.0,0.88,0.32,0.87,0.27,0.3,0.77,0.98,0.35,0.18,0.02,1.0,0.05,0.66,0.25,0.49,0.41
lockss.csv,0.02,0.94,0.3,0.95,0.23,0.33,0.83,0.93,0.48,0.34,0.04,1.0,0.13,0.71,0.33,0.67,0.5
ofbiz.csv,0.0,0.91,0.29,0.89,0.2,0.27,0.81,0.94,0.43,0.12,0.03,1.0,0.09,0.82,0.2,0.67,0.38
officefloor.csv,0.02,1.0,0.29,0.91,0.35,0.35,0.0,0.91,0.45,0.19,0.06,1.0,0.0,0.83,0.35,1.0,0.33
opennms.csv,0.0,0.77,0.5,1.0,0.47,0.5,0.73,1.0,0.38,0.31,0.03,1.0,0.04,0.68,0.0,0.33,0.0
papertoolkit.csv,0.0,0.91,0.32,0.88,0.18,0.4,0.67,0.91,0.57,0.2,0.02,1.0,0.23,0.73,0.33,0.54,0.22
rohxel.csv,0.02,0.86,0.34,0.87,0.24,0.42,0.9,1.0,0.66,0.33,0.02,1.0,0.0,0.59,0.16,0.67,0.2
sevenupdate.csv,0.01,1.0,0.28,0.88,0.24,0.29,0.78,0.93,0.37,0.15,0.03,0.99,0.06,0.67,0.26,0.53,0.38
web-cat.csv,0.01,0.92,0.28,0.88,0.26,0.29,0.79,0.94,0.35,0.18,0.03,0.99,0.07,0.7,0.28,0.55,0.58
xcf.csv,0.0,0.91,0.36,0.9,0.28,0.41,0.8,0.94,0.44,0.25,0.03,1.0,0.08,0.76,0.34,0.71,0.41
