,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.85,1.0,1.0,0.0,0.97,0.96
jahshaka.csv,0.25,0.2,0.54,0.0,0.68,0.72
jam-daq.csv,0.47,0.1,0.33,0.0,0.29,0.3
jatlas.csv,0.77,0.55,0.78,0.33,0.16,0.48
jedit.csv,0.21,0.51,0.43,1.0,0.92,1.0
open-media-library.csv,0.72,0.18,0.28,0.67,0.44,0.61
