,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.33,0.42,0.33,0.35,0.38,0.35
jahshaka.csv,0.51,0.53,0.51,0.63,0.47,0.4
jam-daq.csv,0.47,0.83,0.47,0.35,0.52,0.42
jatlas.csv,0.34,0.62,0.37,0.39,0.6,0.43
jedit.csv,0.42,0.44,0.42,0.36,0.42,0.37
open-media-library.csv,0.37,0.71,0.47,0.36,0.5,0.37
