,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.77,0.71,0.0,0.0,0.9,0.86,0.88,0.89,0.75,0.81,0.86,0.96,0.92,0.69
dvt.csv,0.41,0.53,0.47,0.96,0.47,0.57,0.5,0.75,0.6,0.38,0.42,0.46,0.68,0.42
flylinkdc.csv,0.53,0.43,0.27,0.58,0.47,0.54,0.44,0.35,0.62,0.45,0.38,0.45,0.4,0.47
fulguro.csv,0.0,0.4,0.44,0.73,0.6,0.81,0.67,0.35,0.76,0.72,0.58,0.76,0.49,0.7
gnome-jabber.csv,0.45,0.44,0.54,0.59,0.58,0.43,0.59,0.37,0.65,0.45,0.48,0.72,0.39,0.48
ipfire-wall.csv,0.74,0.51,0.42,0.59,0.59,0.56,0.67,0.34,0.69,0.48,0.92,0.65,0.76,0.68
jruby.csv,0.38,0.45,0.26,0.53,0.57,0.54,0.86,0.47,0.67,0.78,0.52,0.57,0.38,0.88
ldview.csv,0.37,0.4,0.26,0.54,0.41,0.55,0.65,0.4,0.91,0.37,0.71,0.53,0.39,0.54
maidsafe-dht.csv,0.71,0.79,0.98,0.74,0.55,0.5,0.83,0.38,0.62,0.41,0.92,0.66,0.44,0.9
nuttx.csv,0.59,0.81,0.98,0.73,0.9,0.71,0.5,0.91,0.86,0.52,0.62,0.68,0.52,0.93
oorexx.csv,0.39,0.72,0.5,0.64,0.35,0.49,0.44,0.86,0.67,0.38,0.31,0.48,0.4,0.5
red5.csv,0.4,0.36,0.45,0.7,0.41,0.53,0.5,0.43,0.47,0.4,0.53,0.46,0.44,0.42
vdsf.csv,0.44,0.44,0.99,0.67,0.44,0.65,0.62,0.35,0.55,0.37,0.53,0.49,0.41,0.46
xbrlapi.csv,0.94,0.49,0.0,0.88,0.92,0.74,0.5,0.42,0.8,0.67,0.0,0.8,0.46,0.52
