,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.58,0.46,0.35,0.42,0.49,0.42,0.47,0.31,0.52
exordium.csv,0.57,0.41,0.33,0.5,0.45,0.54,0.46,0.83,0.44
flexpay.csv,0.74,0.61,0.62,0.68,0.62,0.52,0.51,0.75,0.65
mptvseries.csv,0.5,0.5,0.43,0.52,0.75,0.94,0.9,0.0,0.59
openmsx.csv,0.42,0.58,0.36,0.5,0.62,0.71,0.84,0.38,0.93
qtractor.csv,0.54,0.48,0.35,0.5,0.52,0.66,0.55,0.75,0.6
synergyspace.csv,0.76,0.65,0.91,0.94,0.51,0.95,0.71,0.8,0.63
tango-cs.csv,0.55,0.5,0.33,0.37,0.39,0.4,0.35,0.7,0.39
toped.csv,0.49,0.48,0.38,0.6,0.45,0.62,0.54,0.37,0.43
