,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.73,0.36,0.66,0.3,0.38,0.53,0.35,0.28,0.31,0.54,0.43,0.51,0.73,0.37
exordium.csv,0.76,0.15,0.46,0.29,0.65,0.57,0.41,0.79,0.6,0.47,0.42,0.5,0.52,0.43
google-caja.csv,0.78,0.44,0.61,0.39,0.48,0.67,0.37,0.85,0.6,0.44,0.48,0.61,0.74,0.36
hydrogen.csv,0.76,0.0,0.66,0.34,0.0,0.63,0.57,0.85,0.59,0.37,0.58,0.56,0.77,0.34
kmess.csv,0.22,0.26,0.52,0.35,0.42,0.56,0.41,0.24,0.25,0.28,0.11,0.5,0.73,0.36
kvs.csv,0.05,0.0,0.5,0.57,0.0,0.27,0.11,0.67,0.35,0.3,0.16,0.24,0.25,0.24
megameknet.csv,0.46,0.23,0.52,0.38,0.41,0.57,0.31,0.78,0.49,0.51,0.41,0.43,0.7,0.34
ns-3-dev-def-routing.csv,0.77,0.16,0.44,0.22,0.57,0.43,0.29,0.55,0.51,0.35,0.28,0.59,0.62,0.24
open-ms.csv,0.68,0.3,0.53,0.44,0.39,0.5,0.5,0.72,0.59,0.48,0.32,0.44,0.61,0.35
openmsx.csv,0.33,0.39,0.48,0.31,0.37,0.42,0.24,0.34,0.54,0.3,0.54,0.52,0.74,0.34
rezilla.csv,0.38,0.7,0.64,0.3,0.21,0.19,0.32,0.2,0.46,0.25,0.49,0.46,0.65,0.32
sauerbraten.csv,0.79,0.48,0.67,0.36,0.42,0.64,0.26,0.77,0.57,0.47,0.56,0.55,0.75,0.35
webdriver.csv,0.78,0.19,0.57,0.34,0.55,0.75,0.38,0.41,0.5,0.5,0.41,0.54,0.65,0.37
yafdotnet.csv,0.75,0.18,0.6,0.38,0.38,0.56,0.4,0.83,0.68,0.41,0.44,0.48,0.64,0.36
