,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.66,0.71,0.48,0.84,0.76,0.61,0.49,0.84,0.8,0.47,0.68,0.66,0.67,0.69
exordium.csv,0.84,0.91,0.67,0.76,0.3,0.56,0.44,0.39,0.49,0.5,0.68,0.59,0.64,0.5
google-caja.csv,0.79,0.65,0.6,0.67,0.63,0.81,0.46,0.35,0.95,0.58,0.65,0.67,0.7,0.77
hydrogen.csv,1.0,1.0,1.0,1.0,1.0,0.93,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kmess.csv,0.87,0.81,0.61,0.68,0.58,0.56,0.52,0.86,0.84,0.81,0.94,0.61,0.54,0.6
kvs.csv,0.97,1.0,0.63,0.36,1.01,0.9,0.94,0.63,0.78,0.72,0.91,0.85,0.87,0.77
megameknet.csv,0.72,0.85,0.63,0.66,0.73,0.6,0.57,0.9,0.62,0.44,0.7,0.78,0.69,0.7
ns-3-dev-def-routing.csv,0.75,0.9,0.69,0.85,0.4,0.76,0.58,0.78,0.66,0.63,0.81,0.51,0.59,0.81
open-ms.csv,0.55,0.8,0.61,0.5,0.63,0.64,0.4,0.62,0.68,0.47,0.79,0.67,0.6,0.61
openmsx.csv,0.8,0.7,0.9,0.96,0.81,0.7,0.76,0.87,0.91,0.88,0.56,0.72,0.79,0.78
rezilla.csv,0.85,0.31,0.76,0.9,0.88,0.89,0.54,0.89,0.65,0.77,0.8,0.75,0.82,0.8
sauerbraten.csv,0.39,0.79,0.67,0.92,0.86,0.67,0.78,0.71,0.88,0.48,0.74,0.97,0.97,0.95
webdriver.csv,0.56,0.87,0.56,0.63,0.48,0.33,0.48,0.75,0.6,0.44,0.7,0.57,0.56,0.59
yafdotnet.csv,0.61,0.9,0.56,0.71,0.64,0.7,0.41,0.89,0.39,0.71,0.72,0.69,0.62,0.67
