,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.79,0.32,0.67,0.7,0.74,0.53,0.81,0.17,0.2,0.55,0.4,0.63,0.78,0.8
exordium.csv,0.92,0.11,0.37,0.25,0.79,0.56,0.62,0.71,0.59,0.58,0.37,0.49,0.4,0.6
google-caja.csv,0.95,0.37,0.66,0.85,0.89,1.0,0.81,0.82,1.0,0.83,0.52,0.89,0.82,0.88
hydrogen.csv,1.0,0.0,1.0,1.0,0.0,0.98,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kmess.csv,0.13,0.21,0.42,0.7,0.58,0.47,0.5,0.14,0.17,0.19,0.06,0.52,0.73,0.63
kvs.csv,0.03,0.0,0.41,0.7,0.0,0.24,0.06,0.59,0.34,0.3,0.11,0.2,0.16,0.33
megameknet.csv,0.36,0.16,0.48,0.8,0.79,0.62,0.5,0.83,0.42,0.64,0.37,0.55,0.74,0.71
ns-3-dev-def-routing.csv,0.92,0.11,0.35,0.15,0.68,0.44,0.69,0.45,0.6,0.51,0.2,0.67,0.55,0.2
open-ms.csv,0.64,0.21,0.48,0.75,0.42,0.49,0.62,0.67,0.81,0.61,0.29,0.44,0.54,0.49
openmsx.csv,0.21,0.32,0.58,0.85,0.74,0.31,0.75,0.23,0.84,0.67,0.55,0.71,0.86,0.81
rezilla.csv,0.31,0.79,0.84,0.75,0.32,0.13,0.56,0.12,0.43,0.35,0.68,0.6,0.7,0.76
sauerbraten.csv,0.79,0.84,0.84,1.0,0.95,0.84,0.88,0.77,0.88,0.74,0.78,0.95,0.94,0.99
webdriver.csv,0.85,0.16,0.47,0.55,0.89,0.76,0.94,0.27,0.46,0.67,0.32,0.62,0.58,0.49
yafdotnet.csv,0.82,0.11,0.61,0.85,0.53,0.69,0.75,0.94,0.69,0.88,0.49,0.59,0.6,0.76
