,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.49,0.43,0.46,0.47,0.38,0.49,0.5,0.75,0.36,0.37
cubefs.csv,0.98,0.42,0.45,0.52,0.42,0.56,0.51,0.5,0.92,0.43
iaml.csv,0.59,0.58,0.57,0.76,0.45,0.5,0.55,0.9,0.44,0.47
ivataopenportal.csv,0.46,0.42,0.46,0.4,0.36,0.54,0.41,0.42,0.48,0.35
mb-unit.csv,0.49,0.0,0.55,0.45,0.38,0.42,0.51,0.93,0.37,0.33
mvdsv.csv,0.94,0.61,0.0,0.98,0.89,0.5,0.94,0.88,0.75,0.86
nova.csv,0.61,0.5,0.65,0.44,0.44,0.59,0.47,0.54,0.4,0.71
openwbem.csv,0.46,0.86,0.69,0.54,0.42,0.55,0.78,0.51,0.41,0.52
xcmetadataservicestoolkit.csv,0.77,0.42,0.53,0.56,0.38,0.49,0.41,0.96,0.36,0.42
