,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.45,0.63,0.53,0.69
k3b.csv,0.38,0.66,0.61,0.47
mp-rechnungs-und-kundenverwaltung.csv,0.15,0.33,0.57,0.34
thrust.csv,0.62,0.19,0.13,0.17
