,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.52,0.72,0.62,0.57,0.36,0.8,0.65,0.71,0.36,0.87,0.85,0.62
gdis.csv,0.48,0.43,0.47,0.51,0.31,0.52,0.42,0.43,0.35,0.38,0.39,0.36
kml.csv,0.56,0.48,0.51,0.68,0.44,0.93,0.59,0.61,0.44,0.36,0.52,0.38
ppcboot.csv,0.59,0.43,0.49,0.75,0.53,0.81,0.65,0.46,0.55,0.62,0.57,0.37
repositorium.csv,0.8,0.56,0.96,0.96,0.83,0.86,0.75,0.91,0.83,0.4,0.92,0.7
rsyslog.csv,0.56,0.79,0.64,0.8,0.92,0.92,0.71,0.89,0.48,0.86,0.62,0.45
simplewebservices.csv,0.58,0.46,0.5,0.59,0.42,0.5,0.55,0.7,0.41,0.35,0.59,0.58
ultimairis.csv,0.56,0.38,0.45,0.67,0.42,0.71,0.81,0.46,0.39,0.41,0.56,0.4
wow-qrsk.csv,0.83,0.51,0.84,0.85,0.92,0.67,0.67,0.65,0.83,0.42,0.93,0.45
wxstudio.csv,0.69,0.69,0.57,0.58,0.94,0.56,0.49,0.91,0.67,0.74,0.56,0.97
xbg.csv,0.0,0.94,0.99,0.83,0.0,0.95,0.96,0.88,0.5,0.56,0.75,0.95
xqilla.csv,0.0,0.0,0.92,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0
