,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,1.0,0.0,0.55,1.0,1.0,1.0,0.84,0.8,1.0,1.05,0.84,0.68
gdis.csv,0.41,0.68,0.55,0.75,0.64,0.77,0.76,0.62,0.0,1.02,0.57,0.99
kml.csv,0.55,0.48,0.63,0.66,0.0,0.74,0.41,0.47,0.6,0.68,0.64,0.63
ppcboot.csv,0.57,0.62,0.64,0.09,0.45,0.57,0.51,0.72,0.89,1.12,0.77,0.86
repositorium.csv,0.98,0.72,0.92,0.85,0.98,0.36,0.94,0.64,0.94,0.95,0.85,0.81
rsyslog.csv,0.04,0.68,0.42,0.58,0.85,0.64,0.69,0.63,0.59,0.69,0.72,0.78
simplewebservices.csv,0.97,0.85,0.95,0.97,0.79,0.71,0.68,0.76,1.02,0.66,0.67,0.01
ultimairis.csv,1.02,0.91,0.67,0.81,0.8,0.5,0.13,0.76,0.93,0.96,0.86,0.77
wow-qrsk.csv,0.85,0.56,0.04,0.64,0.88,1.0,1.0,0.7,0.94,0.65,0.88,0.69
wxstudio.csv,0.72,0.87,0.74,0.89,0.72,0.8,0.83,1.02,0.99,0.69,0.08,0.9
xbg.csv,1.0,0.88,0.87,0.97,0.97,0.84,0.87,0.0,0.99,0.46,0.92,0.8
xqilla.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.33,0.95,1.0
