,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.52,1.0,0.31,0.53,0.48,0.0,0.23,0.12,0.81,0.0,0.33,0.48
gdis.csv,0.71,0.32,0.27,0.53,0.56,0.1,0.31,0.19,1.0,0.01,0.52,0.41
kml.csv,0.62,0.41,0.25,0.56,1.0,0.2,0.59,0.21,0.85,0.03,0.48,0.47
ppcboot.csv,0.62,0.35,0.23,0.98,0.66,0.17,0.47,0.13,0.76,0.0,0.39,0.41
repositorium.csv,0.2,0.28,0.09,0.68,0.17,1.0,0.75,0.27,0.67,0.01,0.46,0.34
rsyslog.csv,1.0,0.42,0.47,0.64,0.46,0.33,0.42,0.33,0.9,0.05,0.5,0.38
simplewebservices.csv,0.49,0.24,0.13,0.52,0.49,0.13,0.34,0.11,0.78,0.03,0.46,1.0
ultimairis.csv,0.47,0.27,0.23,0.51,0.52,0.25,0.98,0.15,0.81,0.03,0.35,0.44
wow-qrsk.csv,0.67,0.36,0.99,0.58,0.42,0.0,0.0,0.13,0.67,0.04,0.36,0.45
wxstudio.csv,0.62,0.18,0.18,0.38,0.61,0.09,0.24,0.0,0.62,0.04,1.0,0.33
xbg.csv,0.0,0.28,0.31,0.67,1.0,0.11,0.26,1.0,0.5,0.05,0.75,0.41
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
