,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.0,1.0,0.56,0.0,0.0,0.0,0.26,0.29,0.0,0.0,0.27,0.44
gdis.csv,0.79,0.64,0.67,0.36,0.67,0.45,0.56,0.75,1.0,0.3,0.63,0.05
kml.csv,0.69,0.71,0.69,0.51,1.0,0.31,0.67,0.71,0.59,0.59,0.56,0.63
ppcboot.csv,0.7,0.69,0.63,0.92,0.69,0.57,0.59,0.55,0.44,0.0,0.48,0.45
repositorium.csv,0.05,0.43,0.14,0.18,0.04,0.69,0.07,0.43,0.09,0.33,0.19,0.41
rsyslog.csv,0.97,0.4,0.65,0.54,0.2,0.41,0.38,0.43,0.5,0.37,0.36,0.51
simplewebservices.csv,0.17,0.47,0.38,0.13,0.54,0.62,0.59,0.41,0.0,0.61,0.55,0.99
ultimairis.csv,0.0,0.34,0.65,0.51,0.55,0.59,0.89,0.59,0.3,0.17,0.44,0.57
wow-qrsk.csv,0.18,0.65,0.97,0.59,0.17,0.0,0.0,0.5,0.09,0.73,0.17,0.6
wxstudio.csv,0.35,0.25,0.45,0.2,0.35,0.38,0.42,0.0,0.25,0.37,0.93,0.13
xbg.csv,0.0,0.15,0.16,0.04,0.04,0.21,0.18,1.0,0.02,0.67,0.1,0.28
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.72,0.06,0.0
