,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,1.0,0.0,0.28,1.0,1.0,0.06,0.36,0.27,1.0,0.33,0.37,0.31
gdis.csv,0.38,0.65,0.47,0.31,0.62,0.55,0.71,0.62,0.0,0.77,0.45,0.99
kml.csv,0.5,0.41,0.61,0.43,0.0,0.14,0.2,0.4,0.46,0.6,0.47,0.57
ppcboot.csv,0.54,0.61,0.57,0.02,0.33,0.35,0.29,0.62,0.77,0.51,0.57,0.84
repositorium.csv,0.17,0.39,0.28,0.08,0.13,0.0,0.01,0.15,0.15,0.68,0.14,0.54
rsyslog.csv,0.0,0.18,0.16,0.32,0.18,0.09,0.21,0.11,0.23,0.18,0.24,0.65
simplewebservices.csv,0.96,0.76,0.83,0.97,0.77,0.69,0.61,0.44,1.0,0.56,0.51,0.0
ultimairis.csv,1.0,0.9,0.64,0.75,0.79,0.21,0.01,0.75,0.92,0.96,0.69,0.75
wow-qrsk.csv,0.08,0.46,0.0,0.52,0.18,0.03,0.03,0.49,0.15,0.65,0.18,0.62
wxstudio.csv,0.21,0.4,0.48,0.3,0.18,0.48,0.61,0.2,0.62,0.19,0.0,0.16
xbg.csv,0.0,0.12,0.07,0.02,0.0,0.2,0.19,0.0,0.08,0.32,0.02,0.24
xqilla.csv,0.0,0.0,0.02,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
