,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.68,1.0,0.39,0.69,0.65,0.0,0.23,0.16,0.9,0.0,0.28,0.43
gdis.csv,0.77,0.46,0.39,0.4,0.67,0.16,0.44,0.32,1.0,0.02,0.58,0.58
kml.csv,0.69,0.53,0.38,0.53,1.0,0.23,0.61,0.33,0.71,0.05,0.52,0.57
ppcboot.csv,0.7,0.5,0.35,0.95,0.68,0.26,0.52,0.21,0.65,0.0,0.43,0.55
repositorium.csv,0.06,0.33,0.1,0.25,0.05,0.78,0.12,0.32,0.13,0.02,0.24,0.37
rsyslog.csv,0.98,0.38,0.53,0.57,0.24,0.35,0.38,0.35,0.6,0.08,0.39,0.46
simplewebservices.csv,0.62,0.35,0.22,0.67,0.61,0.23,0.45,0.17,0.79,0.06,0.51,0.99
ultimairis.csv,0.59,0.41,0.36,0.59,0.67,0.34,0.92,0.25,0.86,0.05,0.4,0.57
wow-qrsk.csv,0.25,0.47,0.97,0.6,0.21,0.0,0.0,0.21,0.13,0.07,0.2,0.54
wxstudio.csv,0.41,0.2,0.25,0.23,0.41,0.14,0.31,0.0,0.33,0.08,0.96,0.17
xbg.csv,0.0,0.17,0.19,0.06,0.05,0.13,0.19,1.0,0.03,0.1,0.15,0.3
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.8,0.1,0.0
