,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,4.0,0.0,1.0,0.0,3.0,96.0,0.0,6.0,0.0,119.0,7.0,0.0
gdis.csv,1.0,4.0,14.0,0.0,1.0,28.0,6.0,6.0,0.0,58.0,1.0,0.0
kml.csv,4.0,0.0,62.0,0.0,0.0,2.0,0.0,5.0,1.0,28.0,7.0,1.0
ppcboot.csv,2.0,3.0,10.0,0.0,4.0,17.0,1.0,5.0,0.0,119.0,9.0,0.0
repositorium.csv,4.0,4.0,28.0,0.0,3.0,0.0,0.0,1.0,1.0,71.0,0.0,0.0
rsyslog.csv,0.0,2.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,19.0,0.0,1.0
simplewebservices.csv,4.0,7.0,66.0,0.0,2.0,1.0,1.0,12.0,0.0,17.0,0.0,0.0
ultimairis.csv,4.0,7.0,42.0,0.0,3.0,3.0,0.0,11.0,0.0,57.0,15.0,0.0
wow-qrsk.csv,1.0,1.0,0.0,0.0,1.0,96.0,150.0,9.0,0.0,32.0,8.0,0.0
wxstudio.csv,3.0,8.0,25.0,2.0,2.0,2.0,5.0,62.0,4.0,19.0,0.0,0.0
xbg.csv,49.0,0.0,22.0,0.0,0.0,3.0,6.0,0.0,1.0,18.0,0.0,0.0
xqilla.csv,49.0,143.0,938.0,236.0,74.0,96.0,0.0,62.0,69.0,0.0,0.0,240.0
