,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.68,0.44,0.74,0.51,0.61,0.5,0.66,0.52,0.63
archive-crawler.csv,0.98,0.76,0.61,0.74,0.64,0.69,0.45,0.8,0.81
autowikibrowser.csv,0.54,0.37,0.85,0.6,0.49,0.65,0.73,0.39,0.62
jcae.csv,1.0,0.67,0.2,0.65,0.71,0.71,0.52,0.54,0.78
kmatplot.csv,0.92,0.28,0.61,0.72,0.62,0.66,0.56,0.64,0.85
mscore.csv,0.58,0.78,0.95,0.89,0.41,0.82,0.98,0.58,0.69
quickfast.csv,0.81,0.62,0.94,0.6,0.68,0.71,1.0,0.81,0.31
rhex.csv,0.32,0.64,0.83,0.7,0.66,0.94,0.94,0.81,0.62
riff-evolve.csv,0.68,0.45,0.76,0.52,0.62,0.4,0.61,0.51,0.5
