,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.73,0.67,0.52,0.91,0.77,0.81,0.66,0.59,0.88,0.89,0.56,0.63,0.94,0.61,0.0
atlc.csv,0.64,0.04,0.94,0.62,0.75,0.85,0.69,0.65,0.8,0.64,0.64,0.66,0.76,0.69,0.72
bwapi.csv,0.93,0.74,0.83,0.66,0.75,0.71,0.78,0.62,0.58,0.0,0.66,0.69,0.54,0.63,0.42
cubefs.csv,0.88,0.69,0.98,0.98,0.95,1.0,0.79,0.03,1.0,1.01,0.69,0.93,0.74,0.54,0.48
freewrl.csv,0.65,0.64,0.44,0.94,0.65,0.78,0.6,0.67,0.77,0.81,0.54,0.04,0.59,0.67,0.59
iaml.csv,0.6,1.0,0.65,0.78,0.92,0.65,0.02,0.88,0.74,0.89,0.54,0.78,0.72,0.79,0.42
jrdf.csv,0.6,1.0,1.11,1.0,0.91,1.0,0.73,0.75,0.89,0.93,0.9,0.93,0.02,0.72,0.81
kwave.csv,0.06,0.5,0.68,0.77,0.79,0.92,0.78,0.79,0.86,0.88,0.82,0.66,0.89,0.81,0.64
oscarmcmaster.csv,0.88,0.71,1.0,1.0,0.9,0.83,0.88,0.76,1.0,0.89,0.92,0.97,0.87,0.09,0.41
rtrt-on-gpu.csv,0.84,0.5,0.67,0.95,0.77,0.8,0.78,0.86,0.0,0.85,0.61,0.89,0.8,0.76,0.71
theresa.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.97,0.99,1.0,0.97,0.89,1.0,1.0,0.96,0.91
thrust.csv,0.85,0.75,1.03,0.12,0.84,0.72,0.88,0.9,0.6,0.98,0.95,0.83,0.8,0.84,0.83
tktoolkit.csv,0.71,0.93,1.01,0.58,0.9,0.04,0.74,0.98,0.81,1.0,0.77,1.0,0.78,0.77,0.88
xstore.csv,0.71,0.9,0.58,0.91,0.82,0.7,0.68,0.64,0.78,0.8,0.0,0.65,0.64,0.71,0.58
yaprm.csv,0.89,0.76,1.0,0.68,0.03,0.72,0.81,0.91,0.59,0.6,0.69,0.8,0.7,0.87,0.98
