,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.29,0.48,0.19,0.14,0.47,0.17,0.49,0.61,0.13,0.38,0.6,0.51,0.1,0.36,1.0
atlc.csv,0.43,0.98,0.11,0.4,0.58,0.14,0.49,0.69,0.22,0.6,0.59,0.67,0.4,0.36,0.32
bwapi.csv,0.18,0.46,0.09,0.4,0.66,0.22,0.56,0.58,0.34,1.0,0.63,0.49,0.41,0.35,0.61
cubefs.csv,0.38,0.77,0.11,0.42,0.62,0.23,0.52,0.99,0.29,0.49,0.66,0.13,0.28,0.4,0.52
freewrl.csv,0.34,0.52,0.21,0.1,0.51,0.16,0.59,0.65,0.21,0.48,0.63,0.98,0.38,0.31,0.47
iaml.csv,0.37,0.72,0.12,0.28,0.54,0.25,0.99,0.23,0.23,0.67,0.6,0.37,0.27,0.25,0.59
jrdf.csv,0.41,0.7,0.0,0.0,0.17,0.23,0.46,0.4,0.13,0.13,0.18,0.12,0.97,0.28,0.25
kwave.csv,0.97,0.65,0.18,0.35,0.32,0.23,0.41,0.38,0.15,0.22,0.29,0.48,0.14,0.22,0.43
oscarmcmaster.csv,0.21,0.44,0.0,0.0,0.17,0.2,0.21,0.44,0.0,0.2,0.14,0.07,0.22,0.95,0.66
rtrt-on-gpu.csv,0.2,0.65,0.29,0.09,0.36,0.16,0.35,0.24,1.0,0.27,0.53,0.19,0.26,0.25,0.39
theresa.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.03,0.0,0.06,0.2,0.0,0.0,0.08,0.16
thrust.csv,0.19,0.4,0.0,0.91,0.26,0.19,0.26,0.18,0.47,0.05,0.11,0.33,0.26,0.19,0.24
tktoolkit.csv,0.29,0.13,0.0,0.43,0.2,0.98,0.65,0.75,0.21,0.09,0.37,0.68,0.27,0.24,0.16
xstore.csv,0.33,0.57,0.14,0.16,0.38,0.27,0.58,0.79,0.2,0.4,1.0,0.51,0.35,0.33,0.44
yaprm.csv,0.17,0.46,0.0,0.37,0.99,0.2,0.33,0.21,0.33,0.58,0.47,0.34,0.29,0.16,0.04
