,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.35,0.43,0.8,0.38,0.95,0.48,0.39,0.41,0.47,0.64,0.88,0.58,0.38,0.41,0.4
fluidium.csv,0.67,0.0,0.0,0.81,0.0,0.95,0.0,0.67,0.0,0.0,0.0,0.0,0.75,0.52,0.0
guineu.csv,0.6,0.7,0.0,0.83,0.91,0.96,0.64,0.48,0.97,0.93,0.97,0.64,0.72,0.51,0.83
inkscape.csv,0.45,0.45,0.51,0.41,0.92,0.94,0.44,0.61,0.63,0.54,0.81,0.43,0.42,0.44,0.37
mpqc.csv,0.46,0.88,0.74,0.79,0.6,0.98,0.93,0.57,0.75,0.7,0.66,0.52,0.63,0.56,0.93
nsis.csv,0.41,0.5,0.5,0.8,0.42,0.79,0.42,0.7,0.62,0.58,0.57,0.39,0.48,0.86,0.41
octave.csv,0.56,0.61,0.8,0.58,0.66,0.91,0.8,0.52,0.95,0.72,0.8,0.5,0.79,0.54,0.71
owfs.csv,0.32,0.41,0.5,0.56,0.46,0.52,0.42,0.43,0.57,0.47,0.52,0.39,0.44,0.4,0.35
owlib.csv,0.33,0.38,0.36,0.31,0.38,0.39,0.34,0.3,0.36,0.39,0.36,0.39,0.33,0.36,0.55
pamguard.csv,0.5,0.63,0.37,0.36,0.54,0.6,0.36,0.4,0.36,0.59,0.56,0.48,0.37,0.78,0.46
prelude.csv,0.31,0.4,0.46,0.4,0.36,0.4,0.34,0.41,0.55,0.43,0.42,0.39,0.36,0.38,0.32
robocode.csv,0.39,0.43,0.0,0.47,0.45,0.41,0.34,0.48,0.59,0.49,0.4,0.54,0.41,0.36,0.49
uwom-server.csv,0.89,0.69,0.0,0.41,0.46,0.54,0.58,0.79,0.59,0.52,0.47,0.38,0.9,0.35,0.73
zengine.csv,0.31,0.4,0.45,0.4,0.38,0.44,0.36,0.43,0.56,0.43,0.47,0.42,0.38,0.41,0.33
zildo.csv,0.45,0.37,0.5,0.39,0.65,0.65,0.47,0.73,0.42,0.49,0.5,0.65,0.42,0.57,0.33
