,recall,precision,pf,pci_20,ifa,wins
auber.csv,0.74,0.6,0.5,0.44,2.0,4
delphilhlplib.csv,0.62,0.82,0.29,0.51,1.0,13
exordium.csv,0.75,0.62,0.55,0.46,1.0,6
fltk.csv,0.57,0.69,0.33,0.53,2.0,7
genoviz.csv,0.08,0.88,0.0,0.7,0.0,16
gzigzag.csv,0.28,0.71,0.16,0.62,0.0,15
irrlicht.csv,1.0,0.55,1.0,0.38,3.0,0
moast.csv,0.37,0.43,0.42,0.72,3.0,3
mptvseries.csv,0.36,0.72,0.11,0.51,1.0,10
openfrag.csv,0.73,0.68,0.44,0.47,1.0,9
qse.csv,0.71,0.65,0.47,0.5,1.0,8
sauerbraten.csv,0.92,0.55,0.87,0.43,2.0,2
toped.csv,0.91,0.58,0.81,0.43,3.0,1
truevision.csv,0.71,0.67,0.51,0.5,2.0,5
uwom.csv,0.53,0.69,0.27,0.64,2.0,11
zoolib.csv,0.55,0.76,0.26,0.59,1.0,14
zxing.csv,0.52,0.64,0.35,0.5,0.0,12
